image_id,product_id,filename,relative_path,category,master_category,sub_category,article_type,gender,base_colour,season,year,usage,product_display_name,width,height,file_size_bytes
13067,13067,13067.jpg,data/images/13067.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,White,Fall,2011,Casual,Numero Uno Men White Shoes,60,80,11478
7370,7370,7370.jpg,data/images/7370.jpg,Footwear,Footwear,Sandal,Sandals,Men,Brown,Fall,2012,Casual,Red Tape Men Stone Brown Floater,60,80,2002
46057,46057,46057.jpg,data/images/46057.jpg,Accessories,Accessories,Jewellery,Bracelet,Women,Silver,Winter,2016,Casual,Estelle Women Silver Bracelet,60,80,21266
49823,49823,49823.jpg,data/images/49823.jpg,Footwear,Footwear,Flip Flops,Flip Flops,Women,Black,Winter,2012,Casual,iPanema Women Black Flip Flops,60,80,13437
28028,28028,28028.jpg,data/images/28028.jpg,Apparel,Apparel,Innerwear,Briefs,Men,Blue,Summer,2016,Casual,Jockey ELANCE Mens Blue Brief 1005,60,80,11844
47185,47185,47185.jpg,data/images/47185.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,Black,Summer,2010,Casual,Ganuchi Men Black Shoes,60,80,13641
55440,55440,55440.jpg,data/images/55440.jpg,Personal Care,Personal Care,Lips,Lipstick,Women,Brown,Spring,2017,Casual,Revlon Hazelnut Colorburst Lipstick 050,60,80,19899
12387,12387,12387.jpg,data/images/12387.jpg,Apparel,Apparel,Topwear,Shirts,Men,Orange,Fall,2011,Formal,Reid & Taylor Men Stripes Orange Shirts,60,80,16962
8338,8338,8338.jpg,data/images/8338.jpg,Apparel,Apparel,Topwear,Tshirts,Boys,White,Fall,2011,Casual,Doodle Boy's 77 Juniors League White Black Kidswear,60,80,1679
31105,31105,31105.jpg,data/images/31105.jpg,Apparel,Apparel,Topwear,Tshirts,Boys,Yellow,Summer,2012,Casual,Gini and Jony Boys Pack of 2 T-shirts,60,80,2463
28814,28814,28814.jpg,data/images/28814.jpg,Apparel,Apparel,Bottomwear,Jeans,Men,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,60,80,1879
43525,43525,43525.jpg,data/images/43525.jpg,Apparel,Apparel,Bottomwear,Leggings,Women,Cream,Summer,2012,Casual,French Connection Women Cream Leggings,60,80,3385
2602,2602,2602.jpg,data/images/2602.jpg,Apparel,Apparel,Topwear,Tshirts,Women,Purple,Fall,2010,Sports,ADIDAS Women Fiesta Purple T-shirt,60,80,4786
27060,27060,27060.jpg,data/images/27060.jpg,Accessories,Accessories,Bags,Handbags,Women,Brown,Summer,2012,Casual,Yelloe Brown New level of utility Handbag,60,80,22284
13255,13255,13255.jpg,data/images/13255.jpg,Apparel,Apparel,Bottomwear,Shorts,Men,White,Fall,2011,Casual,Palm Tree Kids Boys Check White Shorts,60,80,1254
33652,33652,33652.jpg,data/images/33652.jpg,Footwear,Footwear,Flip Flops,Flip Flops,Women,Black,Summer,2012,Casual,Lotto Women Cara II W Black Flip Flops,60,80,3779
41272,41272,41272.jpg,data/images/41272.jpg,Accessories,Accessories,Wallets,Wallets,Men,Black,Summer,2012,Casual,Arrow Men Two Toned Wallet,60,80,18006
39368,39368,39368.jpg,data/images/39368.jpg,Accessories,Accessories,Watches,Watches,Men,Black,Winter,2016,Casual,Helix Men Black Dial Watch,60,80,1275
32780,32780,32780.jpg,data/images/32780.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Grey,Spring,2013,Casual,Music Men Printed Grey T-shirt,60,80,17707
11502,11502,11502.jpg,data/images/11502.jpg,Footwear,Footwear,Shoes,Heels,Women,Silver,Winter,2015,Casual,Catwalk Women Lifestyle Silver Flats,60,80,12593
5427,5427,5427.jpg,data/images/5427.jpg,Apparel,Apparel,Topwear,Tshirts,Boys,Red,Summer,2011,Casual,Ant Kids Boy's Red Cartoon Pop Kidswear,60,80,13386
44700,44700,44700.jpg,data/images/44700.jpg,Apparel,Apparel,Topwear,Tops,Women,White,Summer,2012,Casual,Wills Lifestyle Women White Top,60,80,4330
14070,14070,14070.jpg,data/images/14070.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Black,Fall,2011,Casual,Flying Machine Men Printed Black Tshirts,60,80,2142
20245,20245,20245.jpg,data/images/20245.jpg,Apparel,Apparel,Topwear,Tshirts,Women,Black,Fall,2011,Casual,Wrangler Women Printed Black T-shirt,60,80,2013
21397,21397,21397.jpg,data/images/21397.jpg,Apparel,Apparel,Topwear,Tshirts,Men,White,Fall,2011,Casual,Locomotive Men Printed White T-shirt,60,80,2224
52665,52665,52665.jpg,data/images/52665.jpg,Accessories,Accessories,Watches,Watches,Women,Brown,Winter,2016,Casual,Morellato Women Brown Watch,60,80,23152
36320,36320,36320.jpg,data/images/36320.jpg,Apparel,Apparel,Topwear,Tshirts,Boys,Blue,Summer,2012,Casual,Mr.Men Boys Oh Dear Blue T-shirt,60,80,22503
50556,50556,50556.jpg,data/images/50556.jpg,Apparel,Apparel,Innerwear,Innerwear Vests,Men,Black,Winter,2016,Casual,Chromozome Men Black Innerwear T-shirt,60,80,4210
17291,17291,17291.jpg,data/images/17291.jpg,Apparel,Apparel,Bottomwear,Trousers,Men,Khaki,Fall,2011,Casual,Peter England Elements  Men Trouser,60,80,1653
34013,34013,34013.jpg,data/images/34013.jpg,Apparel,Apparel,Topwear,Tops,Girls,White,Summer,2012,Casual,Gini and Jony Girls Printed White Top,60,80,19368
55818,55818,55818.jpg,data/images/55818.jpg,Apparel,Apparel,Loungewear and Nightwear,Night suits,Women,White,Summer,2017,Casual,SDL by Sweet Dreams Women White Printed Night Suit S11-3229,60,80,3639
7714,7714,7714.jpg,data/images/7714.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,Black,Fall,2011,Casual,Fila Men's Wind Black Shoe,60,80,1640
46433,46433,46433.jpg,data/images/46433.jpg,Accessories,Accessories,Watches,Watches,Men,Steel,Winter,2016,Casual,Timex Men Silver Dial Watch,60,80,1186
16343,16343,16343.jpg,data/images/16343.jpg,Apparel,Apparel,Topwear,Shirts,Men,Blue,Fall,2011,Formal,Peter England Men Check Blue Shirt,60,80,25204
22176,22176,22176.jpg,data/images/22176.jpg,Footwear,Footwear,Sandal,Sports Sandals,Women,Grey,Fall,2012,Casual,Timberland Women Grey Sandals,60,80,36294
2266,2266,2266.jpg,data/images/2266.jpg,Apparel,Apparel,Topwear,Tshirts,Women,Green,Fall,2010,Sports,Nike Green Women T-shirt,60,80,2017
27404,27404,27404.jpg,data/images/27404.jpg,Apparel,Apparel,Innerwear,Bra,Women,White,Summer,2017,Casual,Jockey Essence Jane White T-shirt Bra 1243,60,80,17997
55024,55024,55024.jpg,data/images/55024.jpg,Personal Care,Personal Care,Lips,Lipstick,Women,Peach,Spring,2017,,Lakme Absolute Matte Peach Carnation Lipstick 207,60,80,30137
42093,42093,42093.jpg,data/images/42093.jpg,Footwear,Footwear,Flip Flops,Flip Flops,Men,Blue,Fall,2012,Casual,ADIDAS Men Black Adi Surge Flip Flops,60,80,20895
25353,25353,25353.jpg,data/images/25353.jpg,Apparel,Apparel,Innerwear,Briefs,Men,Blue,Summer,2016,Casual,Levis Men Pack of 2 Briefs,60,80,3939
11166,11166,11166.jpg,data/images/11166.jpg,Apparel,Apparel,Topwear,Shirts,Men,Purple,Fall,2011,Formal,John Miller Men Solid Purple Shirt,60,80,2135
57773,57773,57773.jpg,data/images/57773.jpg,Personal Care,Personal Care,Skin,Mask and Peel,Women,Lime Green,Spring,2017,,Lotus Herbals Frujuvenate Skin Perfecting & Rejuvenating Fruit Pack 350 g,60,80,18707
33236,33236,33236.jpg,data/images/33236.jpg,Apparel,Apparel,Topwear,Shirts,Men,Grey,Summer,2012,Formal,Arrow Men Grey Check Shirt,60,80,1277
36744,36744,36744.jpg,data/images/36744.jpg,Apparel,Apparel,Topwear,Tops,Girls,Pink,Summer,2012,Casual,Little Miss Girls Naughty Pink Top,60,80,2181
4191,4191,4191.jpg,data/images/4191.jpg,Apparel,Apparel,Topwear,Tshirts,Boys,Green,Summer,2011,Casual,Disney Kids Boy's Green Little Friends Kidswear,60,80,2117
37696,37696,37696.jpg,data/images/37696.jpg,Accessories,Accessories,Bags,Backpacks,Unisex,Blue,Summer,2012,Casual,American Tourister Unisex Blue Backpack,60,80,17046
5043,5043,5043.jpg,data/images/5043.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,White,Summer,2013,Casual,Fila Men's Sniper White Green Shoe,60,80,1363
14414,14414,14414.jpg,data/images/14414.jpg,Footwear,Footwear,Shoes,Heels,Women,Silver,Summer,2012,Casual,Enroute Women Casual Silver Flats,60,80,23687
20621,20621,20621.jpg,data/images/20621.jpg,Accessories,Accessories,Bags,Handbags,Women,Red,Winter,2015,Casual,Baggit Women Hoor Red Handbag,60,80,22406
25161,25161,25161.jpg,data/images/25161.jpg,Accessories,Accessories,Bags,Handbags,Women,Black,Winter,2015,Casual,Lino Perros Women Leatherette Black Handbag,60,80,22416
56493,56493,56493.jpg,data/images/56493.jpg,Personal Care,Personal Care,Nails,Nail Polish,Women,Brown,Spring,2017,,Streetwear Quick Dry Metallic Mauve Nail Polish 13,60,80,18696
11354,11354,11354.jpg,data/images/11354.jpg,Apparel,Apparel,Bottomwear,Jeans,Men,Blue,Spring,2013,Casual,Lee Men Mickey Blue Powell Fit Jeans,60,80,23351
41424,41424,41424.jpg,data/images/41424.jpg,Apparel,Apparel,Bottomwear,Trousers,Men,Khaki,Summer,2012,Casual,Highlander Men Khaki Trousers,60,80,15331
10286,10286,10286.jpg,data/images/10286.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Fall,2012,Formal,Clarks Men Hang Tough Leather Black Formal Shoes,60,80,1830
45084,45084,45084.jpg,data/images/45084.jpg,Apparel,Apparel,Loungewear and Nightwear,Nightdress,Women,Silver,Summer,2016,Casual,Bwitch Silver Delight Nightdress,60,80,22110
14626,14626,14626.jpg,data/images/14626.jpg,Apparel,Apparel,Topwear,Sweatshirts,Women,Red,Fall,2011,Casual,United Colors of Benetton Women Solid Red Sweat Shirts,60,80,2523
33838,33838,33838.jpg,data/images/33838.jpg,Footwear,Footwear,Shoes,Sports Shoes,Women,Pink,Summer,2012,Sports,Puma Women Ikonis Pink Sports Shoes,60,80,22204
58509,58509,58509.jpg,data/images/58509.jpg,Apparel,Apparel,Dress,Dresses,Women,Off White,Fall,2012,Casual,Tonga Off-White & Black Animal Print Dress,60,80,3761
5271,5271,5271.jpg,data/images/5271.jpg,Accessories,Accessories,Bags,Backpacks,Unisex,Green,Winter,2015,Casual,Wildcraft Unisex Green Holster Bag,60,80,14602
44156,44156,44156.jpg,data/images/44156.jpg,Personal Care,Personal Care,Fragrance,Fragrance Gift Set,Men,Green,Spring,2017,Casual,Nike Fragrances Men Fragrance Gift Set,60,80,5777
34221,34221,34221.jpg,data/images/34221.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Grey,Summer,2013,Casual,Proline Grey Polo T-shirt,60,80,15363
23296,23296,23296.jpg,data/images/23296.jpg,Footwear,Footwear,Sandal,Sandals,Men,Olive,Fall,2011,Casual,Lotto Men Zeus Olive Sandals,60,80,14723
2868,2868,2868.jpg,data/images/2868.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Red,Summer,2011,Casual,Inkfruit Mens Not Just a Game T-shirt,60,80,20616
50764,50764,50764.jpg,data/images/50764.jpg,Footwear,Footwear,Sandal,Sandals,Men,Brown,Winter,2018,Casual,Red Chief Men Brown Sandals,60,80,15542
16171,16171,16171.jpg,data/images/16171.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Fall,2011,Formal,Enroute Men Leather Black Formal Shoes,60,80,13419
22344,22344,22344.jpg,data/images/22344.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Red,Fall,2011,Casual,John Players Men Printed Red T-Shirt,60,80,2796
19905,19905,19905.jpg,data/images/19905.jpg,Accessories,Accessories,Bags,Backpacks,Unisex,Blue,Winter,2015,Casual,Wildcraft Unisex Blue Backpack,60,80,28176
7526,7526,7526.jpg,data/images/7526.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Black,Summer,2011,Sports,Nike mens As Vapor SS black T-shirt,60,80,1718
46601,46601,46601.jpg,data/images/46601.jpg,Footwear,Footwear,Shoes,Heels,Women,Gold,Winter,2012,Casual,Catwalk Women Gold Coloured Heels,60,80,20220
13403,13403,13403.jpg,data/images/13403.jpg,Apparel,Apparel,Topwear,Shirts,Men,Red,Summer,2011,Casual,United Colors of Benetton Men Check Red Shirts,60,80,1313
43373,43373,43373.jpg,data/images/43373.jpg,Footwear,Footwear,Shoes,Sports Shoes,Men,White,Summer,2013,Sports,Reebok Men White Spectra Run Sports Shoes,60,80,21257
2054,2054,2054.jpg,data/images/2054.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Maroon,Winter,2010,Casual,Lee Men's Stone T-shirt,60,80,5462
30681,30681,30681.jpg,data/images/30681.jpg,Accessories,Accessories,Eyewear,Sunglasses,Men,Black,Winter,2016,Casual,Park Avenue Men Black Sunglasses,60,80,11970
3186,3186,3186.jpg,data/images/3186.jpg,Footwear,Footwear,Shoes,Sports Shoes,Men,White,Summer,2011,Sports,Nike Men's Main Draw White Shoe,60,80,1224
55216,55216,55216.jpg,data/images/55216.jpg,Personal Care,Personal Care,Lips,Lipstick,Women,Purple,Spring,2017,Casual,Lakme Nine to Five Day Perfect Twilight Flame Lip Color,60,80,19573
19139,19139,19139.jpg,data/images/19139.jpg,Footwear,Footwear,Sandal,Sandals,Men,Black,Fall,2011,Casual,Lotto Men Sting  Black Sandals,60,80,16347
23050,23050,23050.jpg,data/images/23050.jpg,Apparel,Apparel,Dress,Dresses,Women,Multi,Fall,2011,Casual,Arrow Woman Multi Coloured Floral Dress,60,80,1447
17265,17265,17265.jpg,data/images/17265.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Blue,Fall,2011,Casual,U.S. Polo Assn. Men Solid Limoges Polo Tshirt,60,80,2174
47515,47515,47515.jpg,data/images/47515.jpg,Apparel,Apparel,Innerwear,Briefs,Men,Blue,Summer,2016,Casual,Facit Men Blue Brief,60,80,24265
6632,6632,6632.jpg,data/images/6632.jpg,Footwear,Footwear,Shoes,Sports Shoes,Men,White,Summer,2011,Sports,ADIDAS Men's Spector White Red Shoe,60,80,13795
35135,35135,35135.jpg,data/images/35135.jpg,Accessories,Accessories,Jewellery,Bangle,Women,Red,Spring,2013,Casual,Allen Solly Wide Red Bangle,60,80,15538
51470,51470,51470.jpg,data/images/51470.jpg,Apparel,Apparel,Bottomwear,Jeans,Men,Black,Summer,2012,Casual,Denizen Men Black Jeans,60,80,22836
22182,22182,22182.jpg,data/images/22182.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,Brown,Fall,2012,Casual,Timberland Men Dark Brown Casual Shoes,60,80,19450
2292,2292,2292.jpg,data/images/2292.jpg,Apparel,Apparel,Topwear,Tshirts,Women,Black,Fall,2010,Sports,Nike Women Accuracy Black T-shirt,60,80,1799
12717,12717,12717.jpg,data/images/12717.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,White,Fall,2011,Casual,Nike Men Backboard White Casual Shoes,60,80,3323
35909,35909,35909.jpg,data/images/35909.jpg,Accessories,Accessories,Bags,Handbags,Women,Yellow,Summer,2012,Casual,Peperone Women Yellow Sling Bag,60,80,14625
26522,26522,26522.jpg,data/images/26522.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,Brown,Fall,2012,Casual,Provogue Men Brown Shoes,60,80,20616
31595,31595,31595.jpg,data/images/31595.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Black,Summer,2012,Casual,Mark Taylor Men Printed Black T-shirt,60,80,2172
3340,3340,3340.jpg,data/images/3340.jpg,Accessories,Accessories,Headwear,Caps,Men,Blue,Fall,2010,Sports,ADIDAS Men Mumbai Indians Match Blue Cap,60,80,13414
42067,42067,42067.jpg,data/images/42067.jpg,Accessories,Accessories,Wallets,Wallets,Men,Black,Summer,2012,Casual,American Tourister Men Black Slim Fold Wallet,60,80,12127
32310,32310,32310.jpg,data/images/32310.jpg,Accessories,Accessories,Watches,Watches,Men,Black,Winter,2016,Casual,Q&Q Men Black Dial Watch,60,80,19391
4959,4959,4959.jpg,data/images/4959.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Green,Summer,2011,Casual,Gini and Jony Boy's King Green White Brown Kidswear,60,80,16432
11192,11192,11192.jpg,data/images/11192.jpg,Accessories,Accessories,Watches,Watches,Men,Black,Winter,2016,Casual,Carrera Men Steel dial frame dial Black Watches,60,80,1555
56655,56655,56655.jpg,data/images/56655.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,Blue,Summer,2012,Casual,United Colors of Benetton Men Blue Shoes,60,80,19634
57787,57787,57787.jpg,data/images/57787.jpg,Personal Care,Personal Care,Makeup,Compact,Women,Skin,Spring,2017,,Lotus Herbals SPF-15 Magic Mocha Compact 577,60,80,24171
10040,10040,10040.jpg,data/images/10040.jpg,Apparel,Apparel,Topwear,Tshirts,Men,White,Fall,2011,Sports,Nike Men White Polo Tshirts,60,80,1274
24275,24275,24275.jpg,data/images/24275.jpg,Apparel,Apparel,Topwear,Tshirts,Men,White,Summer,2012,Casual,Quiksilver Men Basic White T-shirt,60,80,2135
21707,21707,21707.jpg,data/images/21707.jpg,Accessories,Accessories,Watches,Watches,Men,Black,Winter,2016,Casual,Fossil Men Black Dial Chronograph Watch JR1262,60,80,1831
15532,15532,15532.jpg,data/images/15532.jpg,Accessories,Accessories,Socks,Socks,Men,Grey,Summer,2011,Sports,Fila Men Pack Of 3 Grey Socks,60,80,13845
45242,45242,45242.jpg,data/images/45242.jpg,Accessories,Accessories,Watches,Watches,Women,Black,Winter,2016,Casual,CASIO Baby-G Women Analogue & Digital Watch BX007,60,80,17619
25195,25195,25195.jpg,data/images/25195.jpg,Accessories,Accessories,Bags,Handbags,Women,Beige,Winter,2015,Casual,Lino Perros Women Leatherette Beige Handbag,60,80,25517
56467,56467,56467.jpg,data/images/56467.jpg,Personal Care,Personal Care,Nails,Nail Polish,Women,Maroon,Spring,2017,Casual,Streetwear Mirchi Nail Enamel 19,60,80,14334
38418,38418,38418.jpg,data/images/38418.jpg,Accessories,Accessories,Belts,Belts,Women,Purple,Summer,2012,Casual,Baggit Women Purple Choti Eva Belt,60,80,19028
1625,1625,1625.jpg,data/images/1625.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Red,Fall,2010,Sports,Domyos Men Quick Dry T-shirt,60,80,24514
40502,40502,40502.jpg,data/images/40502.jpg,Accessories,Accessories,Watches,Watches,Men,Cream,Winter,2016,Casual,Titan Men Cream-Coloured Dial Watch NB1072YL06,60,80,22611
10272,10272,10272.jpg,data/images/10272.jpg,Footwear,Footwear,Shoes,Heels,Women,Grey,Fall,2012,Casual,Clarks Women Soma Silk Graphite Leather Grey Heels,60,80,2231
24047,24047,24047.jpg,data/images/24047.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Blue,Fall,2011,Casual,Locomotive Men Printed Blue T-shirt,60,80,1945
4357,4357,4357.jpg,data/images/4357.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Green,Summer,2011,Casual,DC Comics Men's Green Lantern T-shirt,60,80,1697
15700,15700,15700.jpg,data/images/15700.jpg,Footwear,Footwear,Shoes,Heels,Women,Pink,Winter,2015,Casual,Catwalk Women Casual Pink Flats,60,80,14738
53115,53115,53115.jpg,data/images/53115.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Red,Summer,2012,Casual,Myntra Men Red Printed T-shirt,60,80,16092
5285,5285,5285.jpg,data/images/5285.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Purple,Summer,2011,Casual,Classic Polo Men's Purple Yellow Logo T-shirt,60,80,20158
37450,37450,37450.jpg,data/images/37450.jpg,Accessories,Accessories,Belts,Belts,Men,Black,Summer,2012,Casual,Turtle Men Black Belt,60,80,21164
6400,6400,6400.jpg,data/images/6400.jpg,Footwear,Footwear,Sandal,Sandals,Men,Black,Summer,2011,Casual,Lotto Men Laos Black Grey Floater,60,80,20042
18823,18823,18823.jpg,data/images/18823.jpg,Accessories,Accessories,Wallets,Wallets,Men,Black,Fall,2011,Formal,Peter England Men Statements Black Wallet,60,80,17222
23262,23262,23262.jpg,data/images/23262.jpg,Accessories,Accessories,Watches,Watches,Men,Black,Winter,2016,Casual,Maxima Ssteele Men Black Watch,60,80,2070
17057,17057,17057.jpg,data/images/17057.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,Red,Summer,2013,Casual,Gas Men Sahar Casual Shoe,60,80,15294
51642,51642,51642.jpg,data/images/51642.jpg,Accessories,Accessories,Watches,Watches,Men,Black,Winter,2016,Casual,Fossil Men Black Dial Chronograph Watch FS4719,60,80,18949
16185,16185,16185.jpg,data/images/16185.jpg,Footwear,Footwear,Shoes,Formal Shoes,Men,Black,Fall,2011,Formal,Enroute Men Leather Black Formal Shoes,60,80,19155
29758,29758,29758.jpg,data/images/29758.jpg,Accessories,Accessories,Watches,Watches,Women,White,Winter,2016,Casual,Fossil Women White Dial Watch ES2437,60,80,15850
35307,35307,35307.jpg,data/images/35307.jpg,Accessories,Accessories,Jewellery,Earrings,Women,Gold,Winter,2016,Ethnic,Fabindia Women Ananya Gold Earrings,60,80,20803
54330,54330,54330.jpg,data/images/54330.jpg,Apparel,Apparel,Innerwear,Briefs,Women,Pink,Summer,2017,Casual,Garfield Women Black & Pink Cheeky Pack of two Hipster Briefs,60,80,19398
43387,43387,43387.jpg,data/images/43387.jpg,Accessories,Accessories,Wallets,Wallets,Men,Black,Summer,2012,Casual,Lino Perros Men Black Wallet,60,80,18302
30675,30675,30675.jpg,data/images/30675.jpg,Accessories,Accessories,Eyewear,Sunglasses,Men,Steel,Winter,2016,Casual,Park Avenue Men Steel Sunglasses,60,80,18401
42255,42255,42255.jpg,data/images/42255.jpg,Apparel,Apparel,Bottomwear,Trousers,Men,Brown,Summer,2012,Casual,John Players Men Brown Trousers,60,80,21753
26710,26710,26710.jpg,data/images/26710.jpg,Apparel,Apparel,Topwear,Tshirts,Men,White,Summer,2012,Casual,Puma Men Jamaica Fun White T-shirt,60,80,2629
33494,33494,33494.jpg,data/images/33494.jpg,Apparel,Apparel,Bottomwear,Shorts,Men,Brown,Summer,2012,Casual,Doodle Kids Boy  Brown Shorts,60,80,1279
40166,40166,40166.jpg,data/images/40166.jpg,Accessories,Accessories,Eyewear,Sunglasses,Men,Grey,Winter,2016,Casual,Fastrack Men UV Protected Sporty Sunglasses,60,80,18183
10616,10616,10616.jpg,data/images/10616.jpg,Footwear,Footwear,Flip Flops,Flip Flops,Women,Gold,Fall,2011,Casual,Carlton London Women Glitterati Gold Slippers,60,80,11691
37808,37808,37808.jpg,data/images/37808.jpg,Apparel,Apparel,Topwear,Shirts,Men,Navy Blue,Spring,2012,Formal,John Players Men Satin Striped Shirt,60,80,1711
24423,24423,24423.jpg,data/images/24423.jpg,Footwear,Footwear,Shoes,Sports Shoes,Men,Blue,Summer,2012,Sports,ADIDAS Men Boat CC Lace Blue Sports Shoes,60,80,23088
56003,56003,56003.jpg,data/images/56003.jpg,Personal Care,Personal Care,Lips,Lipstick,Women,Brown,Spring,2017,Casual,Colorbar Maroon Velvet Matte Pure Innocence Lipstick 12 BR,60,80,19488
59877,59877,59877.jpg,data/images/59877.jpg,Apparel,Apparel,Bottomwear,Stockings,Women,Black,Fall,2012,Casual,Femella Women Black Stockings,60,80,22317
32546,32546,32546.jpg,data/images/32546.jpg,Personal Care,Personal Care,Fragrance,Perfume and Body Mist,Women,Black,Spring,2017,Casual,Playboy Women Play It Spicy Perfume,60,80,18465
38840,38840,38840.jpg,data/images/38840.jpg,Apparel,Apparel,Dress,Dresses,Women,Black,Summer,2012,Casual,Latin Quarters Women Navy Blue & White Printed Dress,60,80,1633
53571,53571,53571.jpg,data/images/53571.jpg,Accessories,Accessories,Watches,Watches,Unisex,Blue,Winter,2016,Casual,Q&Q Kids Unisex Blue Dial Watch,60,80,37787
45414,45414,45414.jpg,data/images/45414.jpg,Footwear,Footwear,Shoes,Flats,Women,Black,Winter,2012,Casual,Rocia Women Black Sandals,60,80,18428
4733,4733,4733.jpg,data/images/4733.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,Black,Fall,2012,Casual,Numero Uno Men's Black Strider Shoe,60,80,12163
41888,41888,41888.jpg,data/images/41888.jpg,Apparel,Apparel,Bottomwear,Jeans,Men,Blue,Summer,2012,Casual,Flying Machine Men Blue Jeans,60,80,23296
21151,21151,21151.jpg,data/images/21151.jpg,Apparel,Apparel,Topwear,Sweaters,Men,Blue,Fall,2011,Casual,S.Oliver Men Blue Sweater,60,80,18367
15364,15364,15364.jpg,data/images/15364.jpg,Footwear,Footwear,Sandal,Sandals,Men,Brown,Summer,2013,Casual,Red Tape Men Casual Brown Sandals,60,80,13933
39992,39992,39992.jpg,data/images/39992.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,White,Winter,2014,Casual,Gas Men Romance White Shoes,60,80,19355
51226,51226,51226.jpg,data/images/51226.jpg,Apparel,Apparel,Topwear,Tops,Women,Green,Summer,2013,Casual,Satya Paul Women Green & Purple Top,60,80,4240
46291,46291,46291.jpg,data/images/46291.jpg,Footwear,Footwear,Shoes,Sports Shoes,Men,White,Fall,2012,Casual,ADIDAS Men Yellow & White F5 TRX FG Sports Shoes,60,80,22360
47343,47343,47343.jpg,data/images/47343.jpg,Accessories,Accessories,Bags,Handbags,Women,Tan,Summer,2012,Casual,Baggit Women Brown Handbag,60,80,21380
6064,6064,6064.jpg,data/images/6064.jpg,Apparel,Apparel,Topwear,Tshirts,Men,Black,Summer,2011,Casual,UCB Men's VNeck Shiny Print Patch Black T-shirt,60,80,29484
23606,23606,23606.jpg,data/images/23606.jpg,Personal Care,Personal Care,Fragrance,Perfume and Body Mist,Women,Green,Spring,2017,Casual,Nike Fragrances Women Pure Perfume 75 ml,60,80,4183
17433,17433,17433.jpg,data/images/17433.jpg,Accessories,Accessories,Watches,Watches,Women,White,Winter,2016,Casual,CASIO Sheen Women White Dial Chronograph Watch (SH100) SHN-3008D-7ADR,60,80,22512
9810,9810,9810.jpg,data/images/9810.jpg,Apparel,Apparel,Topwear,Shirts,Men,Purple,Fall,2011,Formal,John Miller Men Purple Gingham Shirt,60,80,1271
3516,3516,3516.jpg,data/images/3516.jpg,Apparel,Apparel,Topwear,Tshirts,Women,White,Summer,2011,Casual,Myntra Women's Hero Within White T-shirt,60,80,24260
42631,42631,42631.jpg,data/images/42631.jpg,Accessories,Accessories,Jewellery,Bracelet,Women,Gold,Winter,2016,Casual,Estelle Women Bracelet,60,80,11555
12141,12141,12141.jpg,data/images/12141.jpg,Apparel,Apparel,Topwear,Kurtas,Women,Black,Fall,2011,Ethnic,Aurelia Women Solid Black Kurtas,60,80,2201
26374,26374,26374.jpg,data/images/26374.jpg,Footwear,Footwear,Shoes,Sports Shoes,Men,White,Fall,2012,Casual,Fila Men Drake White Sports Shoes,60,80,22487
13093,13093,13093.jpg,data/images/13093.jpg,Apparel,Apparel,Topwear,Sweaters,Men,Black,Fall,2011,Casual,ADIDAS Men Badge P/O Black Sweaters,60,80,2147
7384,7384,7384.jpg,data/images/7384.jpg,Footwear,Footwear,Shoes,Casual Shoes,Men,Brown,Winter,2018,Casual,Red Tape Men Brown Casual Shoes,60,80,13828
51014,51014,51014.jpg,data/images/51014.jpg,Apparel,Apparel,Innerwear,Bra,Women,Grey,Summer,2017,Casual,Enamor Grey Smooth Bra,60,80,18805
17601,17601,17601.jpg,data/images/17601.jpg,Accessories,Accessories,Eyewear,Sunglasses,Men,Grey,Winter,2016,Casual,Cat Men Classic Grey Sunglasses,60,80,17432
