id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_filename,image_path
52502,Women,Apparel,Loungewear and Nightwear,Bath Robe,Pink,Winter,2015.0,Casual,Red Rose Pink & Purple Printed Bath Robe,52502.jpg,images/52502.jpg
49978,Men,Apparel,Innerwear,Innerwear Vests,Navy Blue,Summer,2016.0,Casual,Hanes Men Navy Blue Innerwear Vest,49978.jpg,images/49978.jpg
28979,Women,Apparel,Apparel Set,Kurta Sets,Black,Summer,2012.0,Ethnic,Biba Women Black Churidar Kurta with Dupatta,28979.jpg,images/28979.jpg
32073,Men,Apparel,Innerwear,Boxers,Red,Summer,2016.0,Casual,Playboy Men Red Boxers,32073.jpg,images/32073.jpg
15465,Men,Apparel,Topwear,Jackets,Green,Fall,2011.0,Casual,Puma Men Rime Down Vest Green Jackets,15465.jpg,images/15465.jpg
27004,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Light Blue Jeggings,27004.jpg,images/27004.jpg
25896,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Femella Women Black Skinny Leggings,25896.jpg,images/25896.jpg
55094,Women,Personal Care,Skin Care,Face Wash and Cleanser,Gold,Spring,2017.0,Casual,Pond's Radiance Boosting Cleansing Mousse,55094.jpg,images/55094.jpg
39935,Unisex,Accessories,Bags,Laptop Bag,Brown,Fall,2012.0,Casual,Tortoise Unisex Brown Laptop Bag,39935.jpg,images/39935.jpg
43107,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Paris Hilton Women Tease Woman Eau De Parfum 100Ml,43107.jpg,images/43107.jpg
55064,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,,Lakme Enrich Satins Lipstick 265,55064.jpg,images/55064.jpg
30740,Men,Apparel,Topwear,Nehru Jackets,Brown,Summer,2012.0,Ethnic,Fabindia Men Brown Silk Sleeveless Jacket,30740.jpg,images/30740.jpg
27414,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Winter,2015.0,Casual,Jockey Women Navy Blue Lounge Pants,27414.jpg,images/27414.jpg
42973,Women,Apparel,Bottomwear,Swimwear,Magenta,Winter,2015.0,Casual,Amante Magenta Swimsuit WFSD05,42973.jpg,images/42973.jpg
34918,Women,Apparel,Topwear,Dupatta,Brown,Summer,2012.0,Ethnic,Fabindia Brown Dupatta,34918.jpg,images/34918.jpg
30639,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2012.0,Sports,Nike Women Tempo Purple Shorts,30639.jpg,images/30639.jpg
34553,Women,Accessories,Bags,Duffel Bag,Green,Summer,2012.0,Casual,Puma Women Campus Grip Green Duffle Bag,34553.jpg,images/34553.jpg
57790,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Lotus Herbals Pure Radiance Matte Pearl Compact 545,57790.jpg,images/57790.jpg
2111,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2010.0,Sports,ADIDAS Women's Sunset Lycra Fit Track Pants,2111.jpg,images/2111.jpg
4010,Unisex,Sporting Goods,Sports Equipment,Basketballs,Brown,Summer,2011.0,Sports,Spalding 150 SZ Brown Basketball,4010.jpg,images/4010.jpg
42817,Women,Apparel,Innerwear,Briefs,Black,Summer,2012.0,Casual,Little Miss Intimates Women Black Bikini Brief,42817.jpg,images/42817.jpg
57620,Women,Personal Care,Skin Care,Sunscreen,White,Spring,2017.0,Casual,Lotus Herbals Safe Sun Daily Sunblock,57620.jpg,images/57620.jpg
53377,Unisex,Accessories,Bags,Messenger Bag,Fluorescent Green,Fall,2014.0,Casual,Puma Unisex Fluorescent Green & Black Bolt LS Messenger Bag,53377.jpg,images/53377.jpg
56179,Women,Personal Care,Makeup,Concealer,Skin,Spring,2017.0,Casual,Colorbar Full Cover Creamy Natural Concealer 002,56179.jpg,images/56179.jpg
42583,Boys,Apparel,Topwear,Waistcoat,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Boys Navy Blue Waistcoat,42583.jpg,images/42583.jpg
54984,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Summer,2017.0,Casual,Femella Women Printed Blue Lounge Pants,54984.jpg,images/54984.jpg
52508,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Red,Winter,2015.0,Casual,Red Rose Red Nightdress,52508.jpg,images/52508.jpg
33865,Men,Footwear,Sandal,Sports Sandals,Black,Winter,2012.0,Casual,Puma Men Black & Green Aripon Ind Sports Sandals,33865.jpg,images/33865.jpg
30901,Women,Apparel,Bottomwear,Salwar,Red,Summer,2012.0,Ethnic,Fabindia Women Red Mangalgiri Salwar,30901.jpg,images/30901.jpg
59863,Women,Personal Care,Skin Care,Eye Cream,Black,Spring,2017.0,Casual,Olay Women Total Effects Anti-Ageing Eye Cream,59863.jpg,images/59863.jpg
58323,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Sports,Jockey LCESCBRA Men Pack of 3 Socks 2004,58323.jpg,images/58323.jpg
56907,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Heels,56907.jpg,images/56907.jpg
52506,Women,Apparel,Loungewear and Nightwear,Bath Robe,Blue,Winter,2015.0,Casual,Red Rose Women Blue Floral Printed Bathrobe,52506.jpg,images/52506.jpg
46135,Women,Accessories,Jewellery,Necklace and Chains,Black,Winter,2015.0,Casual,Adrika Women Black Necklace,46135.jpg,images/46135.jpg
48733,Men,Accessories,Jewellery,Bangle,Steel,Summer,2013.0,Casual,Revv Men Steel Bangle,48733.jpg,images/48733.jpg
49129,Women,Personal Care,Makeup,Concealer,Skin,Spring,2017.0,Casual,Deborah Medium Beige 24 Ore Perfect Concealer 4,49129.jpg,images/49129.jpg
31890,Women,Accessories,Stoles,Stoles,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Ekko Silk Stole,31890.jpg,images/31890.jpg
12449,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Brown,Fall,2011.0,,Timberland Unisex Brown Shoe Accessories,12449.jpg,images/12449.jpg
6845,Unisex,Accessories,Shoe Accessories,Shoe Laces,Black,Summer,2011.0,Casual,Timberland Unisex Hiker Round Lace Shoe Accessories,6845.jpg,images/6845.jpg
38464,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Women Check Green Handbag,38464.jpg,images/38464.jpg
31287,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Puma Men Dazzle Black Shorts,31287.jpg,images/31287.jpg
18985,Men,Apparel,Topwear,Jackets,White,Summer,2011.0,Casual,ADIDAS Originals Men ST FB Track Top White Jacket,18985.jpg,images/18985.jpg
54982,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Summer,2017.0,Casual,Femella Women Printed Blue Lounge Pants,54982.jpg,images/54982.jpg
12159,Women,Apparel,Bottomwear,Leggings,Red,Fall,2011.0,Ethnic,Aurelia Women Solid Red Leggings,12159.jpg,images/12159.jpg
44790,Men,Apparel,Innerwear,Boxers,Blue,Summer,2016.0,Casual,Calvin Klein Mens blue Boxers,44790.jpg,images/44790.jpg
17992,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2010.0,Sports,Puma Women Essential Skinny Black Track Pant,17992.jpg,images/17992.jpg
37261,Unisex,Accessories,Bags,Waist Pouch,Olive,Summer,2012.0,Casual,Vital Gear Unisex Olive Waist Pouch,37261.jpg,images/37261.jpg
57735,Women,Personal Care,Lips,Lip Care,Red,Spring,2017.0,,Lotus Herbals Raspberry Lip Balm,57735.jpg,images/57735.jpg
56308,Women,Apparel,Innerwear,Briefs,Red,Winter,2015.0,Casual,Biara Women Maroon Briefs,56308.jpg,images/56308.jpg
56168,Women,Personal Care,Makeup,Kajal and Eyeliner,White,Spring,2017.0,Casual,Colorbar Color Intense Sizzling Pearl Liquid Eye Liner 011,56168.jpg,images/56168.jpg
25066,Men,Accessories,Accessories,Accessory Gift Set,Turquoise Blue,Winter,2015.0,Formal,Lino Perros Men Formal Turquoise Blue Accessory Gift Set,25066.jpg,images/25066.jpg
30742,Men,Apparel,Topwear,Nehru Jackets,Blue,Summer,2012.0,Ethnic,Fabindia Men Striped Blue Silk Sleeveless Jacket,30742.jpg,images/30742.jpg
45758,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017.0,Casual,Lomani Men Cool Water Deo,45758.jpg,images/45758.jpg
27789,Men,Accessories,Wallets,Wallets,Tan,Winter,2015.0,Casual,Bulchee Men Tan Wallet,27789.jpg,images/27789.jpg
56618,Women,Personal Care,Makeup,Highlighter and Blush,Pink,Spring,2017.0,Casual,Streetwear Stay On Pink Sugar Blush,56618.jpg,images/56618.jpg
55492,Women,Personal Care,Lips,Lip Gloss,Red,Spring,2017.0,Casual,Revlon Color Brust Fire Lip Gloss 18,55492.jpg,images/55492.jpg
46106,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,ADIDAS Men White Check Mens Flip Flops,46106.jpg,images/46106.jpg
52479,Women,Apparel,Loungewear and Nightwear,Baby Dolls,White,Winter,2015.0,Casual,Red Rose White Nightdress,52479.jpg,images/52479.jpg
48471,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,French Connection Purple Dress,48471.jpg,images/48471.jpg
42974,Women,Apparel,Bottomwear,Swimwear,Brown,Winter,2015.0,Casual,Amante Brown Swimsuit WFSD06,42974.jpg,images/42974.jpg
25760,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black Suspenders,25760.jpg,images/25760.jpg
51455,Women,Apparel,Topwear,Shrug,Pink,Summer,2012.0,Casual,Tonga Women Pink Printed Shrug,51455.jpg,images/51455.jpg
59672,Women,Apparel,Topwear,Lehenga Choli,Brown,Fall,2012.0,Ethnic,FNF Brown & Gold Bridal Collection Lehenga Choli,59672.jpg,images/59672.jpg
13230,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Washed Blue Shorts,13230.jpg,images/13230.jpg
59880,Women,Apparel,Bottomwear,Stockings,Black,Fall,2012.0,Casual,Femella Women Black Stockings,59880.jpg,images/59880.jpg
21909,Women,Apparel,Apparel Set,Kurta Sets,Blue,Fall,2011.0,Ethnic,Biba Women Blue Printed Churidar Kurta with Dupatta,21909.jpg,images/21909.jpg
36273,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night suits,36273.jpg,images/36273.jpg
1550,Unisex,Sporting Goods,Sports Equipment,Footballs,White,Fall,2010.0,Sports,Puma Cat Trainer-WBL Football,1550.jpg,images/1550.jpg
8933,Unisex,Accessories,Sports Accessories,Wristbands,Pink,Fall,2011.0,Casual,Puma Unisex Fundamentals Pink Wristbands,8933.jpg,images/8933.jpg
38736,Unisex,Accessories,Accessories,Messenger Bag,Multi,Summer,2012.0,Casual,Nike Unisex Multi Coloured Metropolis Messenger Bag,38736.jpg,images/38736.jpg
55203,Women,Personal Care,Lips,Lip Care,Pink,Spring,2017.0,Casual,Lakme Lip Love Flirt Lip Conditioner,55203.jpg,images/55203.jpg
25732,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Wrangler Men Brown Leather Belt,25732.jpg,images/25732.jpg
9965,Unisex,Accessories,Sports Accessories,Wristbands,Black,Fall,2011.0,Sports,ADIDAS Unisex Nba Black Wristbands,9965.jpg,images/9965.jpg
26258,Men,Apparel,Bottomwear,Track Pants,Charcoal,Summer,2012.0,Sports,Proline Men Charcoal Grey Track Pants,26258.jpg,images/26258.jpg
32633,Women,Apparel,Bottomwear,Capris,Black,Fall,2012.0,Sports,Nike Women Black Legend Slim Capris,32633.jpg,images/32633.jpg
57078,Women,Apparel,Dress,Jumpsuit,Black,Summer,2012.0,Casual,Elle Women Black Jumpsuit,57078.jpg,images/57078.jpg
18208,Men,Accessories,Headwear,Caps,White,Fall,2011.0,Casual,Manchester United Men Solid White Cap,18208.jpg,images/18208.jpg
56545,Women,Personal Care,Eyes,Mascara,Blue,Spring,2017.0,Casual,Streetwear Blue Mascara 02,56545.jpg,images/56545.jpg
21163,Women,Apparel,Topwear,Shrug,Grey,Fall,2011.0,Casual,s.Oliver Women Solid Grey Shrug,21163.jpg,images/21163.jpg
49160,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Deborah Colour Copy Mat Effect 3 Foundation,49160.jpg,images/49160.jpg
30936,Women,Apparel,Topwear,Kurtis,Orange,Spring,2013.0,Ethnic,Fabindia Women Orange Kurti,30936.jpg,images/30936.jpg
52496,Women,Apparel,Loungewear and Nightwear,Bath Robe,Navy Blue,Winter,2015.0,Casual,Red Rose Women Navy Blue Bath Robes,52496.jpg,images/52496.jpg
18954,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Casual,Levis Men Fader Stripes Flat Knit Crew Pack of 3 Socks,18954.jpg,images/18954.jpg
55002,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,,Lakme Absolute Liplast Day Passion Lip Gloss,55002.jpg,images/55002.jpg
26693,Unisex,Accessories,Bags,Waist Pouch,Black,Winter,2015.0,Casual,Wildcraft Unisex Casual Black Waist Pouch,26693.jpg,images/26693.jpg
50759,Men,Footwear,Sandal,Sandals,Mushroom Brown,Winter,2018.0,Casual,Red Chief Men Mushroom Brown sandals,50759.jpg,images/50759.jpg
52362,Women,Apparel,Loungewear and Nightwear,Nightdress,Off White,Winter,2015.0,Casual,Red Rose Women Off White Nightdress,52362.jpg,images/52362.jpg
56627,Women,Personal Care,Skin,Face Moisturisers,Gold,Spring,2017.0,Casual,Olay Total Effects 7 in One Anti-Ageing Day Cream,56627.jpg,images/56627.jpg
44376,Women,Apparel,Topwear,Waistcoat,Blue,Summer,2012.0,Casual,ONLY Women Blue Waistcoat,44376.jpg,images/44376.jpg
51332,Men,Apparel,Bottomwear,Rain Trousers,Black,Summer,2015.0,,Wildcraft Men Black Rain Trousers,51332.jpg,images/51332.jpg
6840,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Brown,Summer,2011.0,,Timberland Unisex Dry Cleaning Shoe Kit,6840.jpg,images/6840.jpg
15666,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Belkin Unisex Netbook Roadie Black Backpacks,15666.jpg,images/15666.jpg
57879,Women,Personal Care,Skin Care,Face Scrub and Exfoliator,Beige,Spring,2017.0,Casual,Biotique Women Bio Papaya Revitalizing Scrub,57879.jpg,images/57879.jpg
9003,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Tote Black Handbags,9003.jpg,images/9003.jpg
54992,Women,Apparel,Topwear,Shrug,Beige,Summer,2012.0,Casual,Femella Women Black & Beige Shrug,54992.jpg,images/54992.jpg
15007,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,ADIDAS Originals Men Solid Black Jackets,15007.jpg,images/15007.jpg
38962,Unisex,Accessories,Bags,Rucksacks,Grey,Winter,2018.0,Travel,Wildcraft Unisex Grey & Green Rucksack,38962.jpg,images/38962.jpg
37539,Boys,Apparel,Socks,Booties,White,Summer,2012.0,Casual,Madagascar 3 Infants Boys White Booties,37539.jpg,images/37539.jpg
24296,Men,Accessories,Socks,Socks,Red,Summer,2016.0,Casual,Quiksilver Men Red Socks,24296.jpg,images/24296.jpg
24331,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,ADIDAS Women Grey Track Pants,24331.jpg,images/24331.jpg
25757,Men,Apparel,Topwear,Suspenders,Red,Summer,2012.0,Formal,Lino Perros Men Red Suspenders,25757.jpg,images/25757.jpg
56634,Women,Personal Care,Skin Care,Face Wash and Cleanser,Black,Spring,2017.0,Casual,Olay Women Total Effects 7 in 1 Foaming Cleanser,56634.jpg,images/56634.jpg
15645,Men,Apparel,Bottomwear,Shorts,Black,Winter,2014.0,Sports,Nike Black Dri-fit Cotton     Cricket  Shorts,15645.jpg,images/15645.jpg
59896,Women,Apparel,Dress,Dresses,Multi,Fall,2012.0,Casual,Femella Women Multi Coloured Dress,59896.jpg,images/59896.jpg
7780,Unisex,Accessories,Bags,Rucksacks,Orange,Winter,2015.0,Casual,Wildcraft Unisex Grey & Orange Rucksack,7780.jpg,images/7780.jpg
13177,Unisex,Accessories,Bags,Waist Pouch,Blue,Winter,2015.0,Casual,Wildcraft Unisex Blue & Grey Convertable Sling Bag,13177.jpg,images/13177.jpg
38345,Boys,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Superman Boys Off White & Navy Blue T-shirt,38345.jpg,images/38345.jpg
10405,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,United Colors of Benetton Women Top Black Top,10405.jpg,images/10405.jpg
6844,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Brown,Summer,2011.0,,Timberland Unisex Boot Lace Shoe Accessories,6844.jpg,images/6844.jpg
44170,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Nike Fragrances Men Green Storm Deo,44170.jpg,images/44170.jpg
12049,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Spykar Men Solid Grey Sweatshirts,12049.jpg,images/12049.jpg
13380,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Black,Fall,2011.0,,Timberland Unisex Boot Lace Black Shoe Accessories,13380.jpg,images/13380.jpg
51582,Women,Apparel,Bottomwear,Jeggings,Black,Summer,2012.0,Casual,Wrangler Women Black Jeggings,51582.jpg,images/51582.jpg
11899,Men,Footwear,Shoes,Formal Shoes,Maroon,Fall,2011.0,Formal,Franco Leone Men Formal Maroon Formal Shoes,11899.jpg,images/11899.jpg
58204,Men,Accessories,Belts,Belts,Brown,Summer,2013.0,Formal,New Hide Men Brown Belt,58204.jpg,images/58204.jpg
55086,Women,Personal Care,Skin Care,Eye Cream,Cream,Spring,2017.0,Casual,Ponds Flawless White Under Eye Cream,55086.jpg,images/55086.jpg
48115,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Fossil Women Black Midnight  Belt,48115.jpg,images/48115.jpg
35144,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,Allen Solly Woman Black Clutch,35144.jpg,images/35144.jpg
37579,Girls,Accessories,Gloves,Gloves,White,Summer,2012.0,Casual,Madagascar 3 Infant Girls White Mittens,37579.jpg,images/37579.jpg
57699,Women,Personal Care,Skin,Face Scrub and Exfoliator,Cream,Spring,2017.0,Casual,Lotus Herbals Quince Seed Massage Cream,57699.jpg,images/57699.jpg
39143,Women,Apparel,Apparel Set,Kurta Sets,Blue,Summer,2012.0,Ethnic,Aneri Women Blue & Maroon Printed Salwar Suit,39143.jpg,images/39143.jpg
49086,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Deborah Ultrafine Compact Powder 01,49086.jpg,images/49086.jpg
56218,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2015.0,Casual,Estelle Women Gold Earring & Pendant Set,56218.jpg,images/56218.jpg
59052,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Carlton London Women Chocolate Brown and Gold Toned Flats,59052.jpg,images/59052.jpg
25771,Men,Apparel,Topwear,Suspenders,Brown,Summer,2012.0,Formal,Lino Perros Men Light Brown Suspenders,25771.jpg,images/25771.jpg
56632,Women,Personal Care,Skin Care,Face Wash and Cleanser,Blue,Spring,2017.0,Casual,Olay Women Natural White Foaming Cleanser,56632.jpg,images/56632.jpg
53812,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2012.0,Ethnic,Ayaany Women Black Patiala Kurta Set,53812.jpg,images/53812.jpg
49147,Women,Personal Care,Nails,Nail Polish,Purple,Spring,2017.0,,Deborah 7 Days Long Violet Nail Polish 831,49147.jpg,images/49147.jpg
50331,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Aurelia Women Off white Printed Kurta,50331.jpg,images/50331.jpg
57861,Women,Personal Care,Skin Care,Sunscreen,Green,Spring,2017.0,Casual,Biotique Women Bio Vera Ultra Soothing Body Lotion with SPF 75,57861.jpg,images/57861.jpg
37788,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,John Players Men Stripes Grey Shirt,37788.jpg,images/37788.jpg
17374,Men,Accessories,Accessories,Accessory Gift Set,Purple,Fall,2011.0,Formal,Arrow Men Formal Purple Tie+Cufflink+Pocket square - Combo Pack,17374.jpg,images/17374.jpg
30753,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Men Blue Kurta,30753.jpg,images/30753.jpg
3472,Men,Accessories,Accessories,Water Bottle,Black,Fall,2010.0,Casual,ADIDAS Phantom Black Sipper,3472.jpg,images/3472.jpg
47307,Women,Accessories,Bags,Mobile Pouch,Blue,Spring,2012.0,Casual,Baggit Women Blue Flora Astro Mobile Pouch,47307.jpg,images/47307.jpg
22176,Women,Footwear,Sandal,Sports Sandals,Grey,Fall,2012.0,Casual,Timberland Women Grey Sandals,22176.jpg,images/22176.jpg
52497,Women,Apparel,Loungewear and Nightwear,Bath Robe,Red,Winter,2015.0,Casual,Red Rose Women Red Bathrobe,52497.jpg,images/52497.jpg
43721,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012.0,Casual,Royal Diadem Set of 2 Golden Bangles,43721.jpg,images/43721.jpg
43317,Women,Apparel,Dress,Jumpsuit,Black,Summer,2012.0,Casual,United Colors of Benetton Women Black Jumpsuit,43317.jpg,images/43317.jpg
6124,Men,Accessories,Bags,Backpacks,Black,Summer,2011.0,Casual,Puma Men Motion MR Black  Shoulder Bag,6124.jpg,images/6124.jpg
42828,Unisex,Sporting Goods,Wristbands,Wristbands,Red,Summer,2012.0,Sports,Nike Unisex Swoosh Red Wristbands,42828.jpg,images/42828.jpg
5831,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Puma Men's Cbn Logo Black T-Shirt,5831.jpg,images/5831.jpg
43641,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Vero Moda Women Black Top,43641.jpg,images/43641.jpg
59784,Women,Accessories,Jewellery,Bracelet,Gold,Winter,2016.0,Casual,Estelle Women Gold Bracelet,59784.jpg,images/59784.jpg
59457,Women,Accessories,Jewellery,Ring,Silver,Summer,2015.0,Casual,Lucera Silver Ring,59457.jpg,images/59457.jpg
33060,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Green & Blue Check Shirt,33060.jpg,images/33060.jpg
37235,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,United Colors of Benetton Men Leather Black Wallet,37235.jpg,images/37235.jpg
6836,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Black,Summer,2011.0,,Timberland Unisex Balm Proofer Shoe Accessories,6836.jpg,images/6836.jpg
17323,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Pepe Jeans Men Casual Sunglasses,17323.jpg,images/17323.jpg
52536,Women,Apparel,Bottomwear,Jeans,Grey,Summer,2012.0,Casual,Pepe Jeans Women Grey Jeans,52536.jpg,images/52536.jpg
40923,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Jeans Blue Jeans,40923.jpg,images/40923.jpg
41074,Men,Footwear,Sandal,Sports Sandals,Black,Fall,2012.0,Casual,Lotto Men Black Sandals,41074.jpg,images/41074.jpg
57737,Women,Personal Care,Lips,Lip Care,Red,Spring,2017.0,,Lotus Herbals Strawberry Lip Balm,57737.jpg,images/57737.jpg
48786,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant,48786.jpg,images/48786.jpg
1808,Unisex,Accessories,Water Bottle,Water Bottle,Purple,Fall,2010.0,Sports,Quechua Aluminium Print Water Bottle,1808.jpg,images/1808.jpg
50659,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Navy Blue,Winter,2016.0,Casual,Chromozome Men Navy Blue Lounge Shorts,50659.jpg,images/50659.jpg
55201,Women,Personal Care,Lips,Lip Care,Pink,Spring,2017.0,Casual,Lakme Lip Love Siren Lip Conditioner,55201.jpg,images/55201.jpg
19914,Unisex,Accessories,Bags,Waist Pouch,Grey,Winter,2015.0,Casual,Wildcraft Unisex Blue & Grey Waist Pouch,19914.jpg,images/19914.jpg
28754,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aurelia Women Printed Blue Kurta,28754.jpg,images/28754.jpg
58524,Unisex,Accessories,Bags,Handbags,Black,Fall,2012.0,Casual,Wildcraft Unisex Black Rain Cover For Backpacks,58524.jpg,images/58524.jpg
8289,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,2011.0,Casual,Skechers Men's Raiser Choco Flip Flop,8289.jpg,images/8289.jpg
51334,Men,Apparel,Bottomwear,Rain Trousers,Navy Blue,Summer,2012.0,,Wildcraft Men Navy Blue Rain Trousers,51334.jpg,images/51334.jpg
42066,Unisex,Accessories,Accessories,Key chain,Black,Summer,2012.0,Casual,American Tourister Unisex Black Key Case,42066.jpg,images/42066.jpg
37542,Boys,Accessories,Gloves,Gloves,White,Summer,2012.0,Casual,Madagascar 3 Infant Boys White Mittens,37542.jpg,images/37542.jpg
53090,Women,Accessories,Jewellery,Necklace and Chains,Silver,Winter,2016.0,Casual,Fabindia Silver Necklace,53090.jpg,images/53090.jpg
19542,Men,Accessories,Gloves,Gloves,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Blue Gloves,19542.jpg,images/19542.jpg
57890,Women,Personal Care,Skin Care,Eye Cream,Green,Spring,2017.0,,Biotique Bio Seaweed Revitalizing Anti-Fatigue Eye Gel,57890.jpg,images/57890.jpg
32550,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Playboy Men Pack of 3 Deos,32550.jpg,images/32550.jpg
51993,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Pink,Summer,2017.0,Casual,Inaya Women Pink Lounge Shorts,51993.jpg,images/51993.jpg
55573,Women,Personal Care,Makeup,Concealer,Skin,Spring,2017.0,Casual,Revlon Photo Ready Light Medium Concealer 003,55573.jpg,images/55573.jpg
5017,Women,Apparel,Bottomwear,Capris,Pink,Summer,2016.0,Casual,Levis Kids Girl's Alicia Pink Kidswear,5017.jpg,images/5017.jpg
6841,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Black,Summer,2011.0,,Timberland Unisex Foam Cleaner Shoe Accessories,6841.jpg,images/6841.jpg
46185,Women,Accessories,Jewellery,Jewellery Set,Multi,Winter,2015.0,Casual,Adrika  Multi Coloured Teracotta Jewellery Set,46185.jpg,images/46185.jpg
27626,Men,Apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,Scullers Men Check Brown Cargo Shorts,27626.jpg,images/27626.jpg
10498,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011.0,Casual,Flying Machine Women RN Blue Tops,10498.jpg,images/10498.jpg
38964,Unisex,Accessories,Bags,Rucksacks,Red,Summer,2015.0,Travel,Wildcraft Unisex Red Rucksack,38964.jpg,images/38964.jpg
49095,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Deborah Ultra Fine Compact Powder 02,49095.jpg,images/49095.jpg
30714,Boys,Apparel,Bottomwear,Churidar,White,Summer,2012.0,Ethnic,Fabindia Boys White Churidar,30714.jpg,images/30714.jpg
20431,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Baggit Women Tijori Viva Brown Wallet,20431.jpg,images/20431.jpg
57885,Women,Personal Care,Skin,Mask and Peel,Green,Spring,2017.0,Casual,Biotique Bio Mud Ageless Firming & Revitalizing Face Pack,57885.jpg,images/57885.jpg
