condition,model,reranked,query_type,variation_type,query_id,query_path,category,relevant_count,relevant_catalog_item_ids,retrieved_catalog_item_ids,hits_top5,P@1,P@5,P@10,R@1,R@5,R@10,Hit@1,Hit@5,Hit@10,MRR,embedding_latency_ms,search_latency_ms,rerank_latency_ms,total_latency_ms
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q079_blur,evaluation/queries/messy/messy_test_q079_blur.jpg,Apparel,2,"[14236, 14237]","[29813, 12559, 22860, 22951, 25074, 42316, 31881, 8021, 33118, 41700]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.42,17.61,0.042,135.07
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q080_background_padding,evaluation/queries/messy/messy_test_q080_background_padding.jpg,Footwear,1,[14261],"[39335, 35960, 7586, 11497, 39000, 11493, 26113, 26976, 6787, 33370]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.04,17.41,0.04,127.49
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q081_crop,evaluation/queries/messy/messy_test_q081_crop.jpg,Footwear,1,[14308],"[14308, 14754, 34009, 23978, 40870, 18007, 14753, 30196, 8979, 3669]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,107.45,16.9,0.038,124.39
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q082_darker_lighting,evaluation/queries/messy/messy_test_q082_darker_lighting.jpg,Apparel,2,"[14421, 14422]","[11359, 22822, 21027, 21066, 14422, 11356, 24736, 11361, 34575, 11357]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.2,105.18,17.47,0.041,122.69
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q083_brighter_lighting,evaluation/queries/messy/messy_test_q083_brighter_lighting.jpg,Footwear,1,[14606],"[28353, 41410, 26718, 34121, 7746, 16436, 33093, 20495, 23298, 14841]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.68,17.87,0.044,149.59
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q084_contrast_change,evaluation/queries/messy/messy_test_q084_contrast_change.jpg,Apparel,1,[14641],"[4377, 4378, 37150, 14641, 3203, 15376, 1847, 12558, 5149, 4379]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.25,109.53,17.65,0.04,127.22
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q085_small_rotation,evaluation/queries/messy/messy_test_q085_small_rotation.jpg,Apparel,2,"[14774, 14775]","[15105, 14071, 30320, 21557, 26047, 30419, 34129, 29699, 31371, 37141]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.01,17.02,0.042,124.08
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q086_mild_perspective,evaluation/queries/messy/messy_test_q086_mild_perspective.jpg,Apparel,3,"[14833, 14834, 14835]","[22214, 554, 43286, 43002, 37766, 555, 3928, 12171, 37764, 13142]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.18,17.92,0.041,129.14
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q087_blur,evaluation/queries/messy/messy_test_q087_blur.jpg,Footwear,2,"[14912, 14911]","[14911, 16847, 11051, 36833, 36538, 37802, 39731, 11533, 5773, 10889]",1,1.0,0.2,0.1,0.5,0.5,0.5,1.0,1.0,1.0,1.0,114.38,17.38,0.041,131.8
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q088_background_padding,evaluation/queries/messy/messy_test_q088_background_padding.jpg,Apparel,1,[15622],"[40252, 14262, 4121, 19280, 38637, 10301, 41239, 22707, 10549, 22590]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.87,17.11,0.039,141.02
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q089_crop,evaluation/queries/messy/messy_test_q089_crop.jpg,Apparel,2,"[15882, 15883]","[13946, 7089, 20574, 27920, 10280, 34796, 15882, 36367, 34382, 35300]",0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.1429,111.37,17.01,0.039,128.42
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q090_darker_lighting,evaluation/queries/messy/messy_test_q090_darker_lighting.jpg,Apparel,4,"[15992, 15993, 15994, 15995]","[33103, 1665, 21418, 12429, 6674, 3383, 4269, 23489, 31167, 16115]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.32,15.74,0.041,124.1
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q091_brighter_lighting,evaluation/queries/messy/messy_test_q091_brighter_lighting.jpg,Apparel,2,"[16242, 16243]","[10416, 25350, 38670, 10419, 469, 468, 10417, 462, 34137, 23832]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.48,17.08,0.043,147.6
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q092_contrast_change,evaluation/queries/messy/messy_test_q092_contrast_change.jpg,Footwear,1,[16357],"[15939, 23866, 11093, 5810, 3304, 41562, 19264, 21023, 3217, 42843]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.24,16.96,0.041,129.24
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q093_small_rotation,evaluation/queries/messy/messy_test_q093_small_rotation.jpg,Footwear,8,"[16514, 16515, 16516, 16517, 16518, 16519, 16520, 16521]","[43689, 16518, 25865, 34108, 27184, 27390, 10936, 10683, 16520, 35767]",1,0.0,0.2,0.2,0.0,0.125,0.25,0.0,1.0,1.0,0.5,135.45,17.57,0.042,153.06
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q094_mild_perspective,evaluation/queries/messy/messy_test_q094_mild_perspective.jpg,Accessories,4,"[16868, 16869, 16870, 16871]","[19514, 18607, 18604, 14012, 14014, 18602, 18605, 43031, 21478, 16869]",0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,1.0,0.1,113.87,19.02,0.042,132.93
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q095_blur,evaluation/queries/messy/messy_test_q095_blur.jpg,Accessories,5,"[16942, 16943, 16944, 16945, 16946]","[36298, 34271, 2191, 794, 17171, 792, 2190, 2194, 8671, 28392]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.28,17.27,0.04,149.59
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q096_background_padding,evaluation/queries/messy/messy_test_q096_background_padding.jpg,Apparel,4,"[17040, 17041, 17038, 17039]","[17039, 35589, 17040, 22521, 41255, 11739, 42778, 471, 25248, 35590]",2,1.0,0.4,0.2,0.25,0.5,0.5,1.0,1.0,1.0,1.0,110.27,17.56,0.042,127.87
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q097_crop,evaluation/queries/messy/messy_test_q097_crop.jpg,Accessories,4,"[17056, 17057, 17058, 17055]","[11174, 17057, 32181, 4254, 2354, 35358, 11179, 26098, 26099, 90]",1,0.0,0.2,0.1,0.0,0.25,0.25,0.0,1.0,1.0,0.5,111.34,17.63,0.043,129.01
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q098_darker_lighting,evaluation/queries/messy/messy_test_q098_darker_lighting.jpg,Apparel,1,[17491],"[22120, 25160, 8521, 42541, 15930, 35784, 36545, 11074, 43615, 1749]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.83,16.19,0.042,128.06
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q099_brighter_lighting,evaluation/queries/messy/messy_test_q099_brighter_lighting.jpg,Apparel,7,"[17554, 17555, 17556, 17557, 17558, 17559, 17560]","[19395, 7090, 754, 34951, 6284, 17555, 1836, 11569, 39528, 1838]",0,0.0,0.0,0.1,0.0,0.0,0.1429,0.0,0.0,1.0,0.1667,110.93,17.37,0.07,128.37
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q100_contrast_change,evaluation/queries/messy/messy_test_q100_contrast_change.jpg,Personal Care,1,[17959],"[21833, 35864, 19356, 19357, 44050, 19546, 21835, 33401, 12038, 17959]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1,112.48,17.59,0.042,130.11
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q101_small_rotation,evaluation/queries/messy/messy_test_q101_small_rotation.jpg,Apparel,1,[18596],"[27829, 15264, 21984, 18596, 3832, 20470, 42407, 3825, 42897, 16973]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.25,149.44,17.46,0.042,166.94
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q102_mild_perspective,evaluation/queries/messy/messy_test_q102_mild_perspective.jpg,Apparel,1,[18615],"[37752, 3951, 26088, 26181, 34084, 29699, 37421, 9914, 41028, 36575]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.05,17.11,0.041,150.2
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q103_blur,evaluation/queries/messy/messy_test_q103_blur.jpg,Footwear,1,[18619],"[39081, 20849, 37979, 35545, 40632, 31454, 35040, 39886, 34305, 15011]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.36,17.48,0.046,129.88
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q104_background_padding,evaluation/queries/messy/messy_test_q104_background_padding.jpg,Accessories,6,"[18825, 18826, 18827, 18828, 18829, 18830]","[27857, 43483, 8983, 5473, 41030, 2943, 39064, 30292, 42293, 11649]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.22,16.27,0.042,141.52
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q105_crop,evaluation/queries/messy/messy_test_q105_crop.jpg,Apparel,1,[18914],"[18914, 4541, 24207, 26848, 20016, 20015, 27432, 16277, 34732, 22295]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,112.8,17.63,0.043,130.47
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q106_darker_lighting,evaluation/queries/messy/messy_test_q106_darker_lighting.jpg,Accessories,1,[18941],"[17579, 29159, 17578, 18941, 34476, 22848, 42722, 31836, 11332, 21238]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.25,112.06,17.03,0.041,129.12
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q107_brighter_lighting,evaluation/queries/messy/messy_test_q107_brighter_lighting.jpg,Accessories,2,"[19235, 19236]","[11281, 4320, 12227, 19033, 19236, 5795, 21230, 19003, 31831, 7595]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.2,117.17,18.04,0.041,135.26
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q108_contrast_change,evaluation/queries/messy/messy_test_q108_contrast_change.jpg,Apparel,1,[19245],"[24819, 25532, 25339, 42670, 31505, 30294, 37367, 19500, 10396, 1289]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.3,17.99,0.039,127.33
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q109_small_rotation,evaluation/queries/messy/messy_test_q109_small_rotation.jpg,Footwear,1,[19459],"[413, 400, 395, 401, 417, 390, 394, 14508, 14509, 410]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.7,16.39,0.043,139.12
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q110_mild_perspective,evaluation/queries/messy/messy_test_q110_mild_perspective.jpg,Apparel,2,"[19549, 19550]","[19549, 19550, 7292, 22967, 22965, 5532, 5530, 21582, 21581, 21580]",2,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,107.63,17.5,0.04,125.17
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q111_blur,evaluation/queries/messy/messy_test_q111_blur.jpg,Apparel,5,"[19639, 19640, 19641, 19642, 19643]","[30628, 10505, 15851, 43438, 22859, 22306, 19664, 10811, 30399, 31825]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.05,16.25,0.039,125.34
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q112_background_padding,evaluation/queries/messy/messy_test_q112_background_padding.jpg,Apparel,1,[19666],"[31599, 15785, 17521, 41773, 36335, 39954, 34796, 36367, 23766, 11946]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.71,17.68,0.041,124.42
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q113_crop,evaluation/queries/messy/messy_test_q113_crop.jpg,Apparel,2,"[19681, 19682]","[35511, 33698, 33699, 9419, 41967, 19681, 15399, 37862, 29699, 23984]",0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.1667,111.23,17.56,0.038,128.83
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q114_darker_lighting,evaluation/queries/messy/messy_test_q114_darker_lighting.jpg,Accessories,3,"[19717, 19718, 19719]","[27895, 19169, 35397, 39706, 19718, 3374, 33737, 36988, 23182, 41016]",1,0.0,0.2,0.1,0.0,0.3333,0.3333,0.0,1.0,1.0,0.2,104.16,17.57,0.041,121.78
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q115_brighter_lighting,evaluation/queries/messy/messy_test_q115_brighter_lighting.jpg,Accessories,3,"[20029, 20030, 20031]","[23618, 20030, 24237, 18248, 6640, 20031, 38710, 19515, 19518, 20216]",1,0.0,0.2,0.2,0.0,0.3333,0.6667,0.0,1.0,1.0,0.5,112.9,17.77,0.041,130.71
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q116_contrast_change,evaluation/queries/messy/messy_test_q116_contrast_change.jpg,Accessories,5,"[20463, 20464, 20465, 20466, 20467]","[41653, 4529, 42829, 25893, 4531, 22888, 14966, 14968, 19162, 37778]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.38,16.93,0.039,128.35
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q117_small_rotation,evaluation/queries/messy/messy_test_q117_small_rotation.jpg,Accessories,2,"[20589, 20590]","[7591, 20589, 2716, 20590, 6224, 38006, 20997, 31423, 23051, 38404]",2,0.0,0.4,0.2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,117.2,17.09,0.041,134.33
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q118_mild_perspective,evaluation/queries/messy/messy_test_q118_mild_perspective.jpg,Footwear,5,"[20622, 20623, 20624, 20625, 20626]","[43353, 402, 11756, 20623, 6689, 9198, 7697, 15834, 392, 704]",1,0.0,0.2,0.1,0.0,0.2,0.2,0.0,1.0,1.0,0.25,108.71,17.1,0.042,125.86
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q119_blur,evaluation/queries/messy/messy_test_q119_blur.jpg,Accessories,4,"[21003, 21004, 21005, 21006]","[20585, 27487, 8411, 41122, 2923, 40333, 19224, 18900, 2921, 11102]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.55,17.46,0.039,128.05
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q120_background_padding,evaluation/queries/messy/messy_test_q120_background_padding.jpg,Apparel,1,[21137],"[26241, 37535, 34228, 23335, 15264, 777, 21137, 847, 18645, 4042]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1429,110.34,17.15,0.041,127.53
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q121_crop,evaluation/queries/messy/messy_test_q121_crop.jpg,Apparel,1,[21210],"[7091, 37398, 21843, 28146, 24494, 34951, 5276, 25577, 11054, 32344]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.41,16.98,0.04,131.44
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q122_darker_lighting,evaluation/queries/messy/messy_test_q122_darker_lighting.jpg,Apparel,2,"[21565, 21566]","[16047, 34421, 11594, 11310, 20709, 20710, 20509, 20510, 20508, 14952]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.61,17.26,0.043,124.91
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q123_brighter_lighting,evaluation/queries/messy/messy_test_q123_brighter_lighting.jpg,Footwear,1,[22086],"[39351, 11030, 27054, 31983, 10316, 16990, 22430, 12821, 4339, 24703]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.56,17.64,0.042,128.25
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q124_contrast_change,evaluation/queries/messy/messy_test_q124_contrast_change.jpg,Apparel,1,[22598],"[38838, 11364, 39383, 6174, 20426, 14320, 1595, 38247, 648, 14117]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.43,16.15,0.044,125.62
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q125_small_rotation,evaluation/queries/messy/messy_test_q125_small_rotation.jpg,Accessories,1,[22604],"[10986, 9371, 8323, 6488, 197, 42759, 39673, 12884, 1202, 1199]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.69,17.34,0.045,298.07
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q126_mild_perspective,evaluation/queries/messy/messy_test_q126_mild_perspective.jpg,Apparel,1,[22945],"[16331, 35316, 38264, 36511, 43637, 18640, 41028, 11466, 20963, 9914]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.25,18.17,0.04,128.46
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q127_blur,evaluation/queries/messy/messy_test_q127_blur.jpg,Apparel,4,"[22968, 22965, 22966, 22967]","[22967, 22965, 26487, 4477, 4476, 20836, 5531, 5532, 5530, 3385]",2,1.0,0.4,0.2,0.25,0.5,0.5,1.0,1.0,1.0,1.0,116.09,17.97,0.041,134.1
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q128_background_padding,evaluation/queries/messy/messy_test_q128_background_padding.jpg,Apparel,3,"[23089, 23090, 23091]","[19771, 23596, 4054, 18907, 37787, 24818, 37496, 41674, 26629, 21072]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.67,17.0,0.04,126.72
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q129_crop,evaluation/queries/messy/messy_test_q129_crop.jpg,Footwear,1,[23100],"[30480, 3669, 34009, 1533, 4313, 30196, 6264, 10042, 15297, 34501]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.6,16.36,0.043,127.0
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q130_darker_lighting,evaluation/queries/messy/messy_test_q130_darker_lighting.jpg,Apparel,1,[23123],"[39022, 10811, 10810, 20265, 15114, 15851, 23123, 22859, 31825, 9584]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1429,130.64,17.19,0.043,147.87
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q131_brighter_lighting,evaluation/queries/messy/messy_test_q131_brighter_lighting.jpg,Apparel,2,"[23224, 23223]","[23223, 12558, 12027, 31732, 5149, 10739, 16413, 29703, 13967, 34234]",1,1.0,0.2,0.1,0.5,0.5,0.5,1.0,1.0,1.0,1.0,117.58,16.47,0.045,134.09
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q132_contrast_change,evaluation/queries/messy/messy_test_q132_contrast_change.jpg,Accessories,2,"[23440, 23441]","[43086, 1332, 4320, 37716, 1809, 2273, 11281, 2272, 2270, 7110]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.31,16.92,0.04,126.27
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q133_small_rotation,evaluation/queries/messy/messy_test_q133_small_rotation.jpg,Apparel,1,[23499],"[23499, 548, 22626, 22625, 37462, 555, 22628, 7721, 9480, 42180]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,111.77,17.13,0.043,128.94
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q134_mild_perspective,evaluation/queries/messy/messy_test_q134_mild_perspective.jpg,Apparel,3,"[23592, 23593, 23591]","[4219, 2169, 12800, 17230, 16905, 25450, 17690, 20552, 22948, 21027]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,17.2,0.042,125.85
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q135_blur,evaluation/queries/messy/messy_test_q135_blur.jpg,Apparel,1,[23691],"[16670, 32785, 13319, 43319, 14643, 17662, 13318, 43860, 3660, 34630]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.7,17.05,0.041,131.8
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q136_background_padding,evaluation/queries/messy/messy_test_q136_background_padding.jpg,Footwear,2,"[23901, 23902]","[30208, 23931, 43945, 26586, 23962, 3456, 15799, 37870, 25065, 42387]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.29,18.07,0.049,130.41
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q137_crop,evaluation/queries/messy/messy_test_q137_crop.jpg,Footwear,2,"[23924, 23925]","[27264, 14841, 12498, 20761, 618, 6858, 24192, 9003, 27113, 12789]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.16,17.89,0.041,133.09
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q138_darker_lighting,evaluation/queries/messy/messy_test_q138_darker_lighting.jpg,Apparel,4,"[24128, 24129, 24130, 24131]","[18640, 16331, 5861, 39180, 36348, 16330, 19500, 10509, 3951, 25482]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.15,17.59,0.042,129.78
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q139_brighter_lighting,evaluation/queries/messy/messy_test_q139_brighter_lighting.jpg,Apparel,1,[24171],"[20538, 17903, 35303, 11560, 24171, 11561, 33952, 33382, 13346, 13081]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.2,120.71,17.83,0.076,138.61
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q140_contrast_change,evaluation/queries/messy/messy_test_q140_contrast_change.jpg,Footwear,1,[24440],"[36636, 22182, 24440, 40260, 26012, 35906, 19683, 44035, 21069, 30963]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.3333,113.79,18.45,0.044,132.28
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q141_small_rotation,evaluation/queries/messy/messy_test_q141_small_rotation.jpg,Apparel,1,[24547],"[26896, 9146, 37490, 39337, 6328, 11308, 16115, 28520, 37183, 6210]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.84,17.4,0.042,131.28
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q142_mild_perspective,evaluation/queries/messy/messy_test_q142_mild_perspective.jpg,Accessories,1,[24707],"[24707, 27049, 27557, 41202, 39185, 113, 41509, 26813, 38641, 9981]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114.53,18.34,0.042,132.91
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q143_blur,evaluation/queries/messy/messy_test_q143_blur.jpg,Apparel,1,[24733],"[22599, 13621, 22524, 27814, 34137, 18117, 40417, 43499, 27124, 32955]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.68,17.79,0.042,132.51
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q144_background_padding,evaluation/queries/messy/messy_test_q144_background_padding.jpg,Footwear,1,[25214],"[14382, 888, 35601, 31669, 2129, 31424, 13858, 2137, 10693, 2122]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.76,18.97,0.046,130.77
CLIP baseline — messy test,CLIP,False,messy,crop,messy_test_q145_crop,evaluation/queries/messy/messy_test_q145_crop.jpg,Accessories,1,[25679],"[36321, 11046, 14493, 4648, 13440, 20877, 3775, 3127, 4641, 15163]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.72,17.82,0.043,135.58
CLIP baseline — messy test,CLIP,False,messy,darker_lighting,messy_test_q146_darker_lighting,evaluation/queries/messy/messy_test_q146_darker_lighting.jpg,Accessories,6,"[25777, 25778, 25779, 25780, 25781, 25782]","[25782, 25780, 25781, 2911, 2053, 2915, 3599, 3619, 19000, 3586]",3,1.0,0.6,0.3,0.1667,0.5,0.5,1.0,1.0,1.0,1.0,113.5,18.17,0.152,131.82
CLIP baseline — messy test,CLIP,False,messy,brighter_lighting,messy_test_q147_brighter_lighting,evaluation/queries/messy/messy_test_q147_brighter_lighting.jpg,Accessories,2,"[26218, 26219]","[15841, 16793, 13211, 15845, 9182, 21490, 15846, 20180, 24800, 26219]",0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.1,116.57,17.73,0.044,134.34
CLIP baseline — messy test,CLIP,False,messy,contrast_change,messy_test_q148_contrast_change,evaluation/queries/messy/messy_test_q148_contrast_change.jpg,Apparel,2,"[26277, 26278]","[3041, 35867, 43795, 41773, 3039, 34796, 36367, 30129, 3461, 13945]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,17.99,0.042,130.53
CLIP baseline — messy test,CLIP,False,messy,small_rotation,messy_test_q149_small_rotation,evaluation/queries/messy/messy_test_q149_small_rotation.jpg,Apparel,1,[26384],"[26384, 6551, 6549, 24620, 39468, 8418, 41846, 41845, 22285, 43309]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,126.13,18.52,0.047,144.69
CLIP baseline — messy test,CLIP,False,messy,mild_perspective,messy_test_q150_mild_perspective,evaluation/queries/messy/messy_test_q150_mild_perspective.jpg,Personal Care,1,[26423],"[26423, 6564, 33366, 2240, 13921, 33276, 34607, 40074, 15400, 33652]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115.01,17.58,0.044,132.64
CLIP baseline — messy test,CLIP,False,messy,blur,messy_test_q151_blur,evaluation/queries/messy/messy_test_q151_blur.jpg,Apparel,3,"[26600, 26598, 26599]","[4436, 27506, 16670, 19220, 13051, 1007, 19219, 17662, 35385, 42934]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.56,16.75,0.045,127.36
CLIP baseline — messy test,CLIP,False,messy,background_padding,messy_test_q152_background_padding,evaluation/queries/messy/messy_test_q152_background_padding.jpg,Footwear,2,"[26788, 26789]","[9654, 41646, 11397, 24470, 8369, 23866, 43260, 39133, 13710, 27390]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.1,17.59,0.062,131.76
