condition,model,reranked,query_type,variation_type,query_id,query_path,category,relevant_count,relevant_catalog_item_ids,retrieved_catalog_item_ids,hits_top5,P@1,P@5,P@10,R@1,R@5,R@10,Hit@1,Hit@5,Hit@10,MRR,embedding_latency_ms,search_latency_ms,rerank_latency_ms,total_latency_ms
CLIP + reranking — messy test,CLIP,True,messy,blur,messy_test_q175_blur,evaluation/queries/messy/messy_test_q175_blur.jpg,Accessories,1,[30685],"[2438, 36299, 18525, 17171, 1432, 12051, 18321, 19100, 40442, 34769]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.88,15.13,3.947,112.96
CLIP + reranking — messy test,CLIP,True,messy,background_padding,messy_test_q176_background_padding,evaluation/queries/messy/messy_test_q176_background_padding.jpg,Accessories,1,[30747],"[4320, 35864, 12401, 4319, 21230, 11474, 30747, 24951, 37177, 38392]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1429,98.07,14.96,3.828,116.85
CLIP + reranking — messy test,CLIP,True,messy,crop,messy_test_q177_crop,evaluation/queries/messy/messy_test_q177_crop.jpg,Footwear,3,"[30889, 30890, 30891]","[30014, 3186, 23866, 7373, 22897, 20761, 9313, 41328, 9276, 30659]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.94,15.37,3.905,113.21
CLIP + reranking — messy test,CLIP,True,messy,darker_lighting,messy_test_q178_darker_lighting,evaluation/queries/messy/messy_test_q178_darker_lighting.jpg,Footwear,1,[30951],"[16455, 3218, 5818, 36785, 17948, 17890, 22926, 10333, 16273, 7329]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.58,15.04,3.938,119.56
CLIP + reranking — messy test,CLIP,True,messy,brighter_lighting,messy_test_q179_brighter_lighting,evaluation/queries/messy/messy_test_q179_brighter_lighting.jpg,Apparel,2,"[30957, 30958]","[33856, 28356, 621, 16950, 29813, 22707, 12947, 2572, 28294, 27731]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.04,14.8,4.043,113.89
CLIP + reranking — messy test,CLIP,True,messy,contrast_change,messy_test_q180_contrast_change,evaluation/queries/messy/messy_test_q180_contrast_change.jpg,Footwear,1,[31050],"[9256, 30064, 25152, 32862, 17045, 8049, 10049, 15320, 25763, 31744]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.42,14.98,3.955,116.36
CLIP + reranking — messy test,CLIP,True,messy,small_rotation,messy_test_q181_small_rotation,evaluation/queries/messy/messy_test_q181_small_rotation.jpg,Apparel,1,[32121],"[32121, 30575, 35363, 12483, 41923, 15275, 17520, 38199, 40321, 12481]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,111.74,15.63,4.04,131.41
CLIP + reranking — messy test,CLIP,True,messy,mild_perspective,messy_test_q182_mild_perspective,evaluation/queries/messy/messy_test_q182_mild_perspective.jpg,Apparel,1,[32562],"[12916, 39848, 12099, 23355, 2461, 33999, 34655, 17218, 16846, 15537]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.75,15.7,4.024,124.48
CLIP + reranking — messy test,CLIP,True,messy,blur,messy_test_q183_blur,evaluation/queries/messy/messy_test_q183_blur.jpg,Free Items,1,[32626],"[26109, 5015, 8836, 2533, 5013, 7589, 38613, 26197, 5014, 33000]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.54,15.04,3.893,115.47
CLIP + reranking — messy test,CLIP,True,messy,background_padding,messy_test_q184_background_padding,evaluation/queries/messy/messy_test_q184_background_padding.jpg,Apparel,2,"[33172, 33173]","[36363, 40952, 7490, 25144, 10651, 29869, 18521, 38412, 30893, 29658]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.12,14.83,3.919,113.87
CLIP + reranking — messy test,CLIP,True,messy,crop,messy_test_q185_crop,evaluation/queries/messy/messy_test_q185_crop.jpg,Apparel,1,[33195],"[33195, 10214, 10213, 27384, 27383, 37029, 23726, 16791, 41878, 43369]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.11,15.57,3.961,115.64
CLIP + reranking — messy test,CLIP,True,messy,darker_lighting,messy_test_q186_darker_lighting,evaluation/queries/messy/messy_test_q186_darker_lighting.jpg,Accessories,4,"[33284, 33285, 33286, 33287]","[41035, 1949, 3074, 13146, 10881, 10572, 14202, 16381, 3061, 1310]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.51,14.78,3.773,145.06
CLIP + reranking — messy test,CLIP,True,messy,brighter_lighting,messy_test_q187_brighter_lighting,evaluation/queries/messy/messy_test_q187_brighter_lighting.jpg,Footwear,1,[33351],"[17194, 1363, 20665, 3814, 884, 4581, 3815, 13852, 6282, 2121]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.51,15.41,3.878,114.8
CLIP + reranking — messy test,CLIP,True,messy,contrast_change,messy_test_q188_contrast_change,evaluation/queries/messy/messy_test_q188_contrast_change.jpg,Apparel,1,[33731],"[15565, 17667, 17316, 12427, 16753, 13897, 39720, 15300, 20655, 24986]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.87,14.74,3.999,116.61
CLIP + reranking — messy test,CLIP,True,messy,small_rotation,messy_test_q189_small_rotation,evaluation/queries/messy/messy_test_q189_small_rotation.jpg,Apparel,2,"[34197, 34198]","[9212, 24619, 4680, 30330, 14903, 13291, 37622, 4683, 10712, 38865]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.64,15.29,4.004,112.93
CLIP + reranking — messy test,CLIP,True,messy,mild_perspective,messy_test_q190_mild_perspective,evaluation/queries/messy/messy_test_q190_mild_perspective.jpg,Apparel,1,[34544],"[7154, 9664, 18152, 11359, 17453, 21027, 621, 5276, 12649, 2169]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.74,15.82,4.184,123.74
CLIP + reranking — messy test,CLIP,True,messy,blur,messy_test_q191_blur,evaluation/queries/messy/messy_test_q191_blur.jpg,Apparel,1,[34758],"[31652, 14117, 15889, 10810, 10583, 10584, 10811, 39048, 43747, 22852]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.92,15.74,3.929,117.58
CLIP + reranking — messy test,CLIP,True,messy,background_padding,messy_test_q192_background_padding,evaluation/queries/messy/messy_test_q192_background_padding.jpg,Apparel,1,[35385],"[5385, 1007, 19799, 42274, 1006, 13038, 6202, 41183, 24994, 30097]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.06,14.84,3.925,136.82
CLIP + reranking — messy test,CLIP,True,messy,crop,messy_test_q193_crop,evaluation/queries/messy/messy_test_q193_crop.jpg,Apparel,1,[35603],"[15573, 18546, 34269, 34084, 30629, 28248, 15237, 13828, 36303, 34097]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.42,14.8,4.026,116.25
CLIP + reranking — messy test,CLIP,True,messy,darker_lighting,messy_test_q194_darker_lighting,evaluation/queries/messy/messy_test_q194_darker_lighting.jpg,Accessories,1,[35890],"[27994, 6166, 12096, 12958, 27995, 25375, 28393, 33456, 30502, 16059]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.7,15.83,3.957,122.48
CLIP + reranking — messy test,CLIP,True,messy,brighter_lighting,messy_test_q195_brighter_lighting,evaluation/queries/messy/messy_test_q195_brighter_lighting.jpg,Apparel,1,[36445],"[10804, 31270, 32173, 4211, 9593, 10587, 35547, 10811, 18544, 15851]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.82,15.54,4.003,114.37
CLIP + reranking — messy test,CLIP,True,messy,contrast_change,messy_test_q196_contrast_change,evaluation/queries/messy/messy_test_q196_contrast_change.jpg,Accessories,1,[41353],"[41353, 42182, 1667, 5473, 41030, 73, 5856, 39577, 4067, 31529]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.83,15.01,4.084,117.93
CLIP + reranking — messy test,CLIP,True,messy,small_rotation,messy_test_q197_small_rotation,evaluation/queries/messy/messy_test_q197_small_rotation.jpg,Apparel,1,[41548],"[42107, 24234, 35513, 38143, 41548, 22279, 9331, 41867, 36400, 32347]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.2,94.53,15.28,4.101,113.91
CLIP + reranking — messy test,CLIP,True,messy,mild_perspective,messy_test_q198_mild_perspective,evaluation/queries/messy/messy_test_q198_mild_perspective.jpg,Apparel,1,[42196],"[42196, 41836, 41835, 31359, 31358, 29904, 16486, 14939, 12440, 31468]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,221.77,20.29,4.96,247.02
CLIP + reranking — messy test,CLIP,True,messy,blur,messy_test_q199_blur,evaluation/queries/messy/messy_test_q199_blur.jpg,Apparel,1,[42469],"[34285, 14360, 31823, 38520, 18560, 18554, 11659, 31641, 27877, 18550]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.03,19.18,4.5,195.71
CLIP + reranking — messy test,CLIP,True,messy,background_padding,messy_test_q200_background_padding,evaluation/queries/messy/messy_test_q200_background_padding.jpg,Apparel,1,[42527],"[29403, 27957, 6918, 28126, 23757, 15779, 32615, 30448, 36067, 16700]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.78,18.56,4.412,160.75
ResNet baseline — messy test,ResNet-50,False,messy,crop,messy_test_q001_crop,evaluation/queries/messy/messy_test_q001_crop.jpg,Apparel,1,[17],"[19664, 42584, 17248, 19293, 36836, 35426, 5053, 19234, 18544, 19570]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.96,59.95,0.04,241.95
ResNet baseline — messy test,ResNet-50,False,messy,darker_lighting,messy_test_q002_darker_lighting,evaluation/queries/messy/messy_test_q002_darker_lighting.jpg,Accessories,5,"[82, 83, 84, 85, 86]","[8092, 26540, 41641, 24570, 27553, 24102, 26532, 8527, 5840, 43483]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.16,56.97,0.036,237.17
ResNet baseline — messy test,ResNet-50,False,messy,brighter_lighting,messy_test_q003_brighter_lighting,evaluation/queries/messy/messy_test_q003_brighter_lighting.jpg,Apparel,3,"[192, 193, 194]","[21948, 194, 39736, 33767, 32640, 29876, 20205, 7372, 37232, 19229]",1,0.0,0.2,0.1,0.0,0.3333,0.3333,0.0,1.0,1.0,0.5,211.71,62.07,0.036,273.81
ResNet baseline — messy test,ResNet-50,False,messy,contrast_change,messy_test_q004_contrast_change,evaluation/queries/messy/messy_test_q004_contrast_change.jpg,Accessories,1,[389],"[7242, 13439, 1760, 35138, 19723, 19727, 19726, 9333, 42293, 22733]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.03,56.79,0.038,239.85
ResNet baseline — messy test,ResNet-50,False,messy,small_rotation,messy_test_q005_small_rotation,evaluation/queries/messy/messy_test_q005_small_rotation.jpg,Apparel,2,"[835, 836]","[29015, 30366, 835, 35784, 34759, 40109, 26013, 12629, 1749, 39534]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.3333,170.13,59.38,0.047,229.55
ResNet baseline — messy test,ResNet-50,False,messy,mild_perspective,messy_test_q006_mild_perspective,evaluation/queries/messy/messy_test_q006_mild_perspective.jpg,Apparel,1,[1271],"[1271, 1553, 1552, 18643, 18642, 41718, 41717, 25700, 5244, 5242]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,170.36,59.86,0.041,230.27
ResNet baseline — messy test,ResNet-50,False,messy,blur,messy_test_q007_blur,evaluation/queries/messy/messy_test_q007_blur.jpg,Apparel,1,[1323],"[10716, 6149, 17396, 9592, 22948, 17235, 30569, 3497, 1185, 9591]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.48,59.14,0.037,232.66
ResNet baseline — messy test,ResNet-50,False,messy,background_padding,messy_test_q008_background_padding,evaluation/queries/messy/messy_test_q008_background_padding.jpg,Apparel,1,[1372],"[35728, 26580, 27885, 31639, 7388, 14006, 21788, 26900, 42202, 24557]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.23,61.69,0.037,231.95
ResNet baseline — messy test,ResNet-50,False,messy,crop,messy_test_q009_crop,evaluation/queries/messy/messy_test_q009_crop.jpg,Footwear,1,[1691],"[26205, 29248, 9983, 5398, 8517, 29992, 37221, 35868, 35989, 20733]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.42,61.36,0.039,229.82
ResNet baseline — messy test,ResNet-50,False,messy,darker_lighting,messy_test_q010_darker_lighting,evaluation/queries/messy/messy_test_q010_darker_lighting.jpg,Accessories,2,"[1917, 1918]","[20326, 16935, 39467, 8706, 19275, 35269, 39339, 30259, 1093, 22579]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.41,60.12,0.039,226.57
ResNet baseline — messy test,ResNet-50,False,messy,brighter_lighting,messy_test_q011_brighter_lighting,evaluation/queries/messy/messy_test_q011_brighter_lighting.jpg,Apparel,1,[2151],"[18589, 27707, 4552, 29869, 42726, 33704, 38761, 40170, 10459, 19864]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.52,110.32,0.041,326.88
ResNet baseline — messy test,ResNet-50,False,messy,contrast_change,messy_test_q012_contrast_change,evaluation/queries/messy/messy_test_q012_contrast_change.jpg,Footwear,1,[2163],"[12448, 25024, 31204, 36068, 14738, 43377, 29265, 38324, 11628, 10935]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.51,83.71,0.038,304.26
ResNet baseline — messy test,ResNet-50,False,messy,small_rotation,messy_test_q013_small_rotation,evaluation/queries/messy/messy_test_q013_small_rotation.jpg,Accessories,1,[2179],"[3340, 19770, 28964, 2179, 42170, 42581, 1490, 23692, 30662, 42324]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.25,215.17,67.18,0.04,282.4
ResNet baseline — messy test,ResNet-50,False,messy,mild_perspective,messy_test_q014_mild_perspective,evaluation/queries/messy/messy_test_q014_mild_perspective.jpg,Accessories,1,[2183],"[7244, 1442, 21003, 31709, 4639, 12729, 31781, 23975, 15150, 34986]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.84,61.81,0.04,251.69
ResNet baseline — messy test,ResNet-50,False,messy,blur,messy_test_q015_blur,evaluation/queries/messy/messy_test_q015_blur.jpg,Apparel,1,[2753],"[36609, 10459, 23005, 29573, 38412, 29869, 14769, 21859, 15740, 33631]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.12,58.84,0.039,291.99
ResNet baseline — messy test,ResNet-50,False,messy,background_padding,messy_test_q016_background_padding,evaluation/queries/messy/messy_test_q016_background_padding.jpg,Accessories,4,"[2890, 2891, 2892, 2893]","[10349, 27831, 25430, 9375, 35526, 27684, 42409, 43000, 36648, 24229]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.94,177.19,0.039,376.17
ResNet baseline — messy test,ResNet-50,False,messy,crop,messy_test_q017_crop,evaluation/queries/messy/messy_test_q017_crop.jpg,Apparel,2,"[2992, 2993]","[2993, 27391, 41896, 16854, 16853, 16852, 31939, 31938, 36290, 18133]",1,1.0,0.2,0.1,0.5,0.5,0.5,1.0,1.0,1.0,1.0,318.2,95.18,0.042,413.42
ResNet baseline — messy test,ResNet-50,False,messy,darker_lighting,messy_test_q018_darker_lighting,evaluation/queries/messy/messy_test_q018_darker_lighting.jpg,Accessories,4,"[3124, 3125, 3126, 3127]","[11039, 30804, 10430, 20254, 3763, 14388, 4649, 36807, 34578, 12100]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.92,58.36,0.038,245.31
ResNet baseline — messy test,ResNet-50,False,messy,brighter_lighting,messy_test_q019_brighter_lighting,evaluation/queries/messy/messy_test_q019_brighter_lighting.jpg,Apparel,6,"[3202, 3203, 3204, 3205, 3206, 3207]","[32173, 15169, 41776, 18632, 15494, 3432, 14006, 21189, 11571, 12025]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.52,69.5,0.04,238.05
ResNet baseline — messy test,ResNet-50,False,messy,contrast_change,messy_test_q020_contrast_change,evaluation/queries/messy/messy_test_q020_contrast_change.jpg,Accessories,4,"[3376, 3373, 3374, 3375]","[12643, 32407, 13611, 42318, 32408, 3373, 3449, 12639, 4778, 13920]",0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,1.0,0.1667,162.69,60.36,0.04,223.09
ResNet baseline — messy test,ResNet-50,False,messy,small_rotation,messy_test_q021_small_rotation,evaluation/queries/messy/messy_test_q021_small_rotation.jpg,Accessories,3,"[3729, 3730, 3731]","[3640, 26495, 3781, 3124, 11417, 22657, 42354, 1666, 3635, 25679]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.21,60.42,0.079,230.71
ResNet baseline — messy test,ResNet-50,False,messy,mild_perspective,messy_test_q022_mild_perspective,evaluation/queries/messy/messy_test_q022_mild_perspective.jpg,Accessories,1,[4613],"[10064, 20189, 29181, 19718, 17137, 31594, 19719, 28188, 25008, 19169]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.88,58.86,0.04,227.78
ResNet baseline — messy test,ResNet-50,False,messy,blur,messy_test_q023_blur,evaluation/queries/messy/messy_test_q023_blur.jpg,Accessories,2,"[4981, 4982]","[16880, 33570, 12718, 12725, 3557, 9473, 14153, 2911, 14247, 35334]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.14,65.28,0.038,241.46
ResNet baseline — messy test,ResNet-50,False,messy,background_padding,messy_test_q024_background_padding,evaluation/queries/messy/messy_test_q024_background_padding.jpg,Apparel,1,[5033],"[23116, 26160, 28170, 10135, 7102, 38124, 21360, 150, 14238, 6233]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.64,58.87,0.041,234.55
ResNet baseline — messy test,ResNet-50,False,messy,crop,messy_test_q025_crop,evaluation/queries/messy/messy_test_q025_crop.jpg,Apparel,5,"[5280, 5281, 5277, 5278, 5279]","[3920, 39137, 27501, 12649, 36880, 23548, 27963, 21286, 5309, 43845]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.55,56.85,0.04,234.44
ResNet baseline — messy test,ResNet-50,False,messy,darker_lighting,messy_test_q026_darker_lighting,evaluation/queries/messy/messy_test_q026_darker_lighting.jpg,Apparel,1,[5554],"[41598, 41754, 36844, 34282, 7127, 23885, 43956, 42263, 34564, 11659]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.01,59.33,0.041,254.38
ResNet baseline — messy test,ResNet-50,False,messy,brighter_lighting,messy_test_q027_brighter_lighting,evaluation/queries/messy/messy_test_q027_brighter_lighting.jpg,Apparel,1,[5683],"[21582, 21581, 21580, 39953, 19134, 8047, 35459, 26983, 3973, 3972]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.63,62.12,0.04,253.79
ResNet baseline — messy test,ResNet-50,False,messy,contrast_change,messy_test_q028_contrast_change,evaluation/queries/messy/messy_test_q028_contrast_change.jpg,Apparel,1,[5947],"[42203, 4672, 3505, 718, 8925, 24452, 37150, 5265, 10283, 7804]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.92,58.7,0.038,224.66
ResNet baseline — messy test,ResNet-50,False,messy,small_rotation,messy_test_q029_small_rotation,evaluation/queries/messy/messy_test_q029_small_rotation.jpg,Apparel,5,"[6216, 6217, 6218, 6219, 6220]","[33219, 16389, 15752, 20634, 10425, 17439, 41299, 21293, 10284, 30956]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.21,61.87,0.043,226.12
ResNet baseline — messy test,ResNet-50,False,messy,mild_perspective,messy_test_q030_mild_perspective,evaluation/queries/messy/messy_test_q030_mild_perspective.jpg,Apparel,13,"[6308, 6309, 6310, 6311, 6312, 6313, 6314, 6315, 6316, 6317, 6318, 6319, 6320]","[7206, 35013, 23988, 10593, 36846, 9468, 31539, 32433, 7392, 31166]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.33,59.0,0.039,224.37
ResNet baseline — messy test,ResNet-50,False,messy,blur,messy_test_q031_blur,evaluation/queries/messy/messy_test_q031_blur.jpg,Accessories,4,"[6404, 6405, 6406, 6407]","[7831, 24743, 24510, 30905, 32196, 10787, 23133, 23134, 11625, 13984]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.28,60.79,0.04,223.11
ResNet baseline — messy test,ResNet-50,False,messy,background_padding,messy_test_q032_background_padding,evaluation/queries/messy/messy_test_q032_background_padding.jpg,Apparel,6,"[6578, 6579, 6580, 6581, 6582, 6583]","[6582, 6579, 34754, 31547, 31549, 29509, 4946, 13142, 8775, 40769]",2,1.0,0.4,0.2,0.1667,0.3333,0.3333,1.0,1.0,1.0,1.0,169.15,59.45,0.039,228.64
ResNet baseline — messy test,ResNet-50,False,messy,crop,messy_test_q033_crop,evaluation/queries/messy/messy_test_q033_crop.jpg,Apparel,2,"[6672, 6673]","[32437, 1308, 37007, 29987, 6779, 14363, 10737, 40892, 10814, 21920]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.94,58.13,0.037,224.11
ResNet baseline — messy test,ResNet-50,False,messy,darker_lighting,messy_test_q034_darker_lighting,evaluation/queries/messy/messy_test_q034_darker_lighting.jpg,Apparel,1,[6740],"[7463, 7462, 12046, 18276, 10744, 1104, 1106, 43544, 15628, 16605]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.74,58.8,0.04,220.57
ResNet baseline — messy test,ResNet-50,False,messy,brighter_lighting,messy_test_q035_brighter_lighting,evaluation/queries/messy/messy_test_q035_brighter_lighting.jpg,Apparel,1,[6747],"[29224, 7835, 13172, 15139, 43043, 43895, 15994, 1499, 1497, 20014]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.81,60.54,0.038,223.39
ResNet baseline — messy test,ResNet-50,False,messy,contrast_change,messy_test_q036_contrast_change,evaluation/queries/messy/messy_test_q036_contrast_change.jpg,Apparel,1,[7054],"[34253, 30762, 15061, 15062, 22636, 7054, 11816, 30761, 36019, 32068]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1667,180.07,58.0,0.039,238.11
ResNet baseline — messy test,ResNet-50,False,messy,small_rotation,messy_test_q037_small_rotation,evaluation/queries/messy/messy_test_q037_small_rotation.jpg,Footwear,2,"[7320, 7319]","[16273, 19261, 7319, 16272, 3815, 16274, 17888, 11781, 19265, 21930]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.3333,160.26,58.31,0.042,218.61
ResNet baseline — messy test,ResNet-50,False,messy,mild_perspective,messy_test_q038_mild_perspective,evaluation/queries/messy/messy_test_q038_mild_perspective.jpg,Apparel,2,"[7416, 7415]","[22693, 38883, 34940, 7806, 43003, 1195, 34980, 37155, 23679, 13240]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.93,65.95,0.038,229.91
ResNet baseline — messy test,ResNet-50,False,messy,blur,messy_test_q039_blur,evaluation/queries/messy/messy_test_q039_blur.jpg,Footwear,1,[7543],"[24470, 17587, 43260, 9654, 13708, 42195, 37028, 29742, 37576, 17887]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.61,59.65,0.039,224.31
ResNet baseline — messy test,ResNet-50,False,messy,background_padding,messy_test_q040_background_padding,evaluation/queries/messy/messy_test_q040_background_padding.jpg,Accessories,4,"[7900, 7901, 7902, 7903]","[15503, 31709, 31826, 2625, 34986, 38403, 15509, 23791, 12005, 5038]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.43,65.67,0.038,249.14
ResNet baseline — messy test,ResNet-50,False,messy,crop,messy_test_q041_crop,evaluation/queries/messy/messy_test_q041_crop.jpg,Apparel,2,"[7953, 7954]","[29876, 28092, 13613, 37506, 2372, 14312, 33674, 34262, 36753, 19673]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.7,59.02,0.038,248.75
ResNet baseline — messy test,ResNet-50,False,messy,darker_lighting,messy_test_q042_darker_lighting,evaluation/queries/messy/messy_test_q042_darker_lighting.jpg,Footwear,1,[8268],"[2445, 17030, 27451, 32607, 7745, 39642, 8593, 40093, 29385, 16025]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.5,59.31,0.041,231.86
ResNet baseline — messy test,ResNet-50,False,messy,brighter_lighting,messy_test_q043_brighter_lighting,evaluation/queries/messy/messy_test_q043_brighter_lighting.jpg,Accessories,2,"[8395, 8396]","[5209, 5985, 19761, 11368, 13432, 16087, 24498, 27969, 4344, 17518]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.78,58.3,0.037,223.11
ResNet baseline — messy test,ResNet-50,False,messy,contrast_change,messy_test_q044_contrast_change,evaluation/queries/messy/messy_test_q044_contrast_change.jpg,Accessories,1,[8464],"[8464, 679, 10218, 12434, 38982, 25505, 14827, 587, 34891, 34849]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,163.37,60.22,0.039,223.62
ResNet baseline — messy test,ResNet-50,False,messy,small_rotation,messy_test_q045_small_rotation,evaluation/queries/messy/messy_test_q045_small_rotation.jpg,Apparel,1,[8478],"[39740, 13390, 17405, 19584, 26306, 29084, 6732, 10729, 30345, 8810]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.31,59.68,0.037,225.03
ResNet baseline — messy test,ResNet-50,False,messy,mild_perspective,messy_test_q046_mild_perspective,evaluation/queries/messy/messy_test_q046_mild_perspective.jpg,Apparel,2,"[8928, 8927]","[26655, 17436, 17231, 21612, 34410, 5307, 15699, 13562, 13176, 9280]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.08,59.78,0.039,222.9
ResNet baseline — messy test,ResNet-50,False,messy,blur,messy_test_q047_blur,evaluation/queries/messy/messy_test_q047_blur.jpg,Footwear,1,[9286],"[40320, 19287, 18802, 17018, 16659, 18547, 3430, 22180, 14749, 18517]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.1,59.96,0.039,225.1
ResNet baseline — messy test,ResNet-50,False,messy,background_padding,messy_test_q048_background_padding,evaluation/queries/messy/messy_test_q048_background_padding.jpg,Apparel,2,"[9334, 9335]","[11108, 28928, 9335, 9940, 9938, 27507, 7161, 36229, 5478, 25040]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.3333,163.33,60.29,0.038,223.65
